Emp_ID,Years_of_Experience,Emp_Rating,Exp_in_Company,Personal_Rating,Client_Feedback_Rating,Appraisal_Percentage,Interaction_Experience_Rating,Normalized_Personal_Rating
E00432,15,4.76,5,2.9,3.88,7.57,71.4,1.45
E00433,22,4.02,13,5.8,4.99,11.55,88.44,2.9
E00434,11,3.35,0,8.5,2.04,8.27,36.85,4.25
E00435,5,4.31,1,6.5,3.94,2.24,21.55,3.25
E00436,1,1.32,3,6.7,3.21,3.67,1.32,3.35
E00437,8,2.91,2,5.9,2.25,6.46,23.28,2.95
E00438,21,3.52,13,9.3,1.64,11.28,73.92,4.65
E00439,12,4.31,0,9.4,4.58,8.97,51.72,4.7
E00440,12,4.13,15,5.6,3.38,9.78,49.56,2.8
E00441,5,2.11,7,3.8,4.3,7.42,10.55,1.9
E00442,7,4.76,6,5.1,3.18,3.31,33.32,2.55
E00443,4,1.5,3,2.7,1.88,2.35,6.0,1.35
E00444,6,4.5,15,6.7,2.35,7.6,27.0,3.35
E00445,13,4.88,11,5.5,2.53,3.76,63.44,2.75
E00446,20,1.71,11,1.9,4.89,7.88,34.2,0.95
E00447,15,3.89,8,2.8,1.02,6.51,58.35,1.4
E00448,3,1.16,10,5.3,4.94,6.78,3.48,2.65
E00449,23,2.62,13,9.0,4.92,11.02,60.26,4.5
E00450,8,3.07,3,6.1,4.98,4.2,24.56,3.05
E00451,20,3.32,0,7.1,2.91,10.25,66.4,3.55
E00452,16,4.74,14,4.1,4.86,7.64,75.84,2.05
E00453,13,3.69,9,6.1,2.58,4.16,47.97,3.05
E00454,18,2.93,14,5.0,1.11,9.37,52.74,2.5
E00455,10,4.24,0,6.9,1.9,2.87,42.4,3.45
E00456,19,4.8,0,1.5,4.78,5.91,91.2,0.75
E00457,17,1.09,0,5.4,1.06,7.43,18.53,2.7
E00458,24,4.93,3,3.7,3.18,12.53,118.32,1.85
E00459,19,1.34,0,3.9,1.3,8.46,25.46,1.95
E00460,23,4.26,1,9.6,2.15,12.41,97.98,4.8
E00461,5,2.12,3,2.6,1.35,5.96,10.6,1.3
E00462,21,1.53,6,3.8,4.44,5.12,32.13,1.9
E00463,23,2.76,1,5.6,3.36,10.34,63.48,2.8
E00464,9,3.58,7,8.8,4.61,6.27,32.22,4.4
E00465,12,2.52,12,4.8,3.75,6.74,30.24,2.4
E00466,21,1.22,6,7.7,4.88,10.85,25.62,3.85
E00467,1,3.4,8,8.7,3.04,1.28,3.4,4.35
E00468,1,4.61,13,3.8,3.55,2.33,4.61,1.9
E00469,15,2.53,5,4.5,3.31,8.89,37.95,2.25
E00470,2,1.87,3,4.2,2.94,3.93,3.74,2.1
E00471,22,2.77,5,8.5,4.38,10.71,60.94,4.25
E00472,16,1.19,14,1.4,3.58,7.17,19.04,0.7
E00473,25,4.28,3,3.8,4.21,12.52,107.0,1.9
E00474,8,4.31,6,7.1,4.15,8.22,34.48,3.55
E00475,13,3.35,8,6.1,1.76,7.97,43.55,3.05
E00476,21,2.41,2,4.9,3.6,6.52,50.61,2.45
E00477,1,4.2,2,5.9,1.8,2.48,4.2,2.95
E00478,16,3.22,1,2.8,3.33,8.91,51.52,1.4
E00479,7,4.3,0,4.9,3.71,7.71,30.1,2.45
E00480,5,3.53,13,5.5,4.99,6.41,17.65,2.75
E00481,22,4.14,0,9.1,1.12,8.89,91.08,4.55
E00482,23,3.39,12,3.3,1.36,10.93,77.97,1.65
E00483,3,2.66,2,8.8,1.31,4.06,7.98,4.4
E00484,12,4.83,13,6.8,2.59,8.17,57.96,3.4
E00485,16,3.16,6,1.2,4.29,2.45,50.56,0.6
E00486,19,3.42,14,7.5,4.38,13.88,64.98,3.75
E00487,5,1.88,10,1.3,3.95,8.76,9.4,0.65
E00488,22,3.5,8,10.0,4.59,10.29,77.0,5.0
E00489,25,3.29,13,8.9,2.29,10.63,82.25,4.45
E00490,14,1.74,1,3.7,1.35,5.46,24.36,1.85
E00491,5,1.24,6,3.3,1.23,3.4,6.2,1.65
E00492,15,3.42,0,4.4,4.41,9.18,51.3,2.2
E00493,17,4.05,1,4.2,3.92,8.23,68.85,2.1
E00494,14,3.09,15,4.4,3.79,8.05,43.26,2.2
E00495,20,1.91,5,3.9,2.36,5.99,38.2,1.95
E00496,5,3.67,10,6.6,2.52,7.86,18.35,3.3
E00497,12,1.32,15,2.5,4.83,9.54,15.84,1.25
E00498,16,2.77,4,8.6,1.26,9.94,44.32,4.3
E00499,16,1.65,7,8.3,4.09,6.57,26.4,4.15
E00500,21,1.74,11,5.3,2.24,13.85,36.54,2.65
E00501,7,1.81,10,8.7,1.16,2.44,12.67,4.35
E00502,4,2.55,1,3.2,3.97,4.95,10.2,1.6
E00503,1,1.2,0,1.2,2.32,-2.46,1.2,0.6
E00504,5,2.59,15,6.6,3.89,5.39,12.95,3.3
E00505,23,3.05,6,5.1,3.83,13.72,70.15,2.55
E00506,10,2.93,5,6.1,3.14,8.07,29.3,3.05
E00507,22,2.53,7,9.1,4.11,9.65,55.66,4.55
E00508,5,4.36,10,9.7,3.32,5.84,21.8,4.85
E00509,4,1.58,14,6.7,2.15,5.93,6.32,3.35
E00510,2,3.02,14,7.9,3.94,7.21,6.04,3.95
E00511,20,1.25,12,1.8,3.36,12.26,25.0,0.9
E00512,10,1.28,13,2.4,1.05,5.65,12.8,1.2
E00513,19,3.3,7,7.6,4.61,6.88,62.7,3.8
E00514,1,3.26,1,4.9,3.18,3.24,3.26,2.45
E00515,24,4.51,13,5.0,4.47,12.08,108.24,2.5
E00516,5,3.23,7,3.8,4.53,2.88,16.15,1.9
E00517,13,4.84,5,6.5,2.78,8.64,62.92,3.25
E00518,4,1.19,8,2.7,3.03,3.73,4.76,1.35
E00519,16,1.39,11,6.6,2.66,9.36,22.24,3.3
E00520,24,1.18,15,2.6,2.8,9.7,28.32,1.3
E00521,16,1.74,6,1.6,4.58,8.75,27.84,0.8
E00522,23,3.17,1,4.0,4.15,6.96,72.91,2.0
E00523,2,3.58,15,3.1,1.51,3.99,7.16,1.55
E00524,17,1.18,7,9.0,3.44,8.07,20.06,4.5
E00525,20,4.78,8,1.5,4.98,14.14,95.6,0.75
E00526,24,4.37,6,2.6,3.38,12.65,104.88,1.3
E00527,12,2.19,3,5.9,4.14,8.65,26.28,2.95
E00528,18,1.31,8,5.3,4.08,11.7,23.58,2.65
E00529,3,1.68,3,1.4,2.4,10.0,5.04,0.7
E00530,1,1.51,11,1.1,2.49,3.8,1.51,0.55
E00531,1,1.49,3,9.9,3.9,6.11,1.49,4.95
E00532,19,3.07,8,6.9,3.0,11.84,58.33,3.45
E00533,11,1.98,13,4.3,3.28,9.77,21.78,2.15
E00534,5,2.43,7,5.2,3.85,8.71,12.15,2.6
E00535,12,4.96,3,3.4,4.11,6.51,59.52,1.7
E00536,3,3.74,13,4.1,2.09,4.83,11.22,2.05
E00537,1,4.8,7,6.8,1.59,5.26,4.8,3.4
E00538,1,1.57,14,8.9,2.17,4.69,1.57,4.45
E00539,8,2.53,7,2.7,3.03,6.33,20.24,1.35
E00540,10,3.22,6,8.6,2.37,9.95,32.2,4.3
E00541,11,1.31,9,2.1,3.27,5.53,14.41,1.05
E00542,12,1.02,12,2.9,1.21,6.33,12.24,1.45
E00543,13,3.68,5,1.3,3.04,7.46,47.84,0.65
E00544,12,3.57,7,2.3,2.47,6.7,42.84,1.15
E00545,14,2.64,6,9.3,3.14,4.19,36.96,4.65
E00546,2,2.96,4,5.1,2.69,2.47,5.92,2.55
E00547,19,2.66,11,1.7,2.14,10.94,50.54,0.85
E00548,18,1.1,12,9.6,4.62,13.0,19.8,4.8
E00549,3,2.34,12,8.9,1.74,3.16,7.02,4.45
E00550,23,1.71,3,7.8,3.73,7.39,39.33,3.9
E00551,17,1.39,13,9.4,4.7,10.2,23.63,4.7
E00552,8,4.83,15,3.0,3.15,4.11,38.64,1.5
E00553,10,3.4,11,8.5,4.51,7.42,34.0,4.25
E00554,2,3.91,1,7.2,1.5,-0.09,7.82,3.6
E00555,19,2.26,10,8.8,2.98,12.82,42.94,4.4
E00556,9,2.57,7,8.2,2.83,4.98,23.13,4.1
E00557,7,1.95,8,4.1,1.03,8.4,13.65,2.05
E00558,4,1.39,3,8.0,2.77,5.94,5.56,4.0
E00559,21,1.72,3,3.4,2.48,7.13,36.12,1.7
E00560,18,4.19,4,4.0,3.68,6.87,75.42,2.0
E00561,13,3.71,1,2.0,4.75,6.35,48.23,1.0
E00562,11,3.19,6,9.4,1.34,6.77,35.09,4.7
E00563,24,2.9,14,3.6,2.31,12.67,69.6,1.8
E00564,4,4.69,4,5.7,2.78,3.45,18.76,2.85
E00565,25,1.29,5,4.5,2.82,11.52,32.25,2.25
E00566,21,2.12,15,9.6,4.1,12.46,44.52,4.8
E00567,25,2.4,3,4.0,2.77,9.33,60.0,2.0
E00568,4,4.13,7,8.0,1.11,3.85,16.52,4.0
E00569,10,4.97,7,8.7,3.84,7.66,49.7,4.35
E00570,5,1.96,11,4.9,4.54,4.25,9.8,2.45
E00571,9,4.5,4,4.4,3.06,6.47,40.5,2.2
E00572,24,4.32,15,7.7,3.32,13.53,103.68,3.85
E00573,3,1.9,11,9.2,1.65,5.63,5.7,4.6
E00574,17,2.6,5,7.8,1.88,11.83,44.2,3.9
E00575,3,2.64,15,3.0,1.94,5.38,7.92,1.5
E00576,16,4.91,2,9.0,2.72,10.62,78.56,4.5
E00577,4,1.72,0,4.5,4.71,3.74,6.88,2.25
E00578,18,4.2,8,6.2,3.09,9.44,75.6,3.1
E00579,17,2.34,8,8.5,1.77,8.6,39.78,4.25
E00580,7,3.92,2,2.7,2.06,4.63,27.44,1.35
E00581,24,2.68,3,8.1,2.54,10.75,64.32,4.05
E00582,23,3.31,12,6.4,3.49,10.04,76.13,3.2
E00583,5,4.33,6,9.0,2.76,2.95,21.65,4.5
E00584,12,4.22,1,2.5,2.57,7.56,50.64,1.25
E00585,17,4.47,11,4.8,3.26,12.02,75.99,2.4
E00586,23,1.24,2,8.5,1.97,10.53,28.52,4.25
E00587,13,3.77,15,1.2,1.32,9.1,49.01,0.6
E00588,23,1.56,5,2.0,1.1,10.48,35.88,1.0
E00589,25,2.66,10,9.9,2.01,13.38,66.5,4.95
E00590,3,3.19,7,3.5,1.37,5.78,9.57,1.75
E00591,9,2.61,14,9.8,2.35,6.27,23.49,4.9
E00592,17,3.08,0,2.6,4.09,5.22,52.36,1.3
E00593,17,4.99,3,4.2,3.87,8.11,84.83,2.1
E00594,20,1.54,14,7.8,3.44,10.85,30.8,3.9
E00595,16,3.7,0,6.9,4.41,7.37,59.2,3.45
E00596,25,2.58,1,6.2,2.13,6.02,64.5,3.1
E00597,22,1.53,15,5.8,4.54,15.14,33.66,2.9
E00598,13,1.63,7,8.6,2.6,6.78,21.19,4.3
E00599,19,4.8,5,3.1,2.6,9.8,91.2,1.55
E00600,17,4.52,8,5.0,2.62,12.02,76.84,2.5
E00601,4,4.63,1,2.4,1.39,-0.92,18.52,1.2
E00602,12,4.97,15,6.4,4.9,9.18,59.64,3.2
E00603,9,1.83,2,3.3,1.55,3.7,16.47,1.65
E00604,19,2.42,8,4.0,2.36,8.47,45.98,2.0
E00605,12,3.68,8,5.2,2.28,7.3,44.16,2.6
E00606,9,2.94,12,1.2,1.3,9.55,26.46,0.6
E00607,7,2.67,5,1.8,1.61,6.02,18.69,0.9
E00608,14,2.43,13,7.2,1.18,10.64,34.02,3.6
E00609,20,3.38,14,4.9,2.17,11.17,67.6,2.45
E00610,19,3.3,2,8.8,4.47,6.4,62.7,4.4
E00611,15,1.65,4,7.3,2.36,3.0,24.75,3.65
E00612,16,2.89,14,1.1,1.49,6.11,46.24,0.55
E00613,21,3.21,1,6.6,3.58,9.88,67.41,3.3
E00614,5,3.28,6,1.8,4.99,5.25,16.4,0.9
E00615,3,1.84,9,8.0,1.93,4.2,5.52,4.0
E00616,12,3.97,10,9.9,2.12,7.86,47.64,4.95
E00617,25,1.1,7,5.8,4.89,14.92,27.5,2.9
E00618,20,2.42,5,7.1,1.72,7.38,48.4,3.55
E00619,21,4.12,7,3.1,3.04,12.12,86.52,1.55
E00620,4,3.26,1,4.9,1.96,3.59,13.04,2.45
E00621,21,2.04,2,8.7,4.73,9.21,42.84,4.35
E00622,23,3.78,15,2.5,4.93,15.0,86.94,1.25
E00623,16,3.27,6,3.4,4.26,11.43,52.32,1.7
E00624,25,4.18,9,5.0,2.26,11.44,104.5,2.5
E00625,7,3.94,11,7.4,2.61,8.74,27.58,3.7
E00626,13,3.44,0,4.4,1.97,6.84,44.72,2.2
E00627,21,2.95,6,9.3,4.56,10.54,61.95,4.65
E00628,10,1.53,5,1.9,4.66,6.14,15.3,0.95
E00629,7,2.05,7,4.3,2.68,3.91,14.35,2.15
E00630,14,2.68,6,7.4,3.63,7.33,37.52,3.7
E00631,5,3.4,3,3.0,1.66,2.93,17.0,1.5
E00632,3,3.05,2,6.9,2.74,5.56,9.15,3.45
E00633,23,2.15,2,2.5,3.53,8.93,49.45,1.25
E00634,11,1.03,14,1.5,2.54,4.57,11.33,0.75
E00635,11,2.98,3,2.1,2.43,4.34,32.78,1.05
E00636,18,2.14,15,9.4,1.0,4.0,38.52,4.7
E00637,15,3.94,14,6.0,4.22,9.33,59.1,3.0
E00638,12,1.1,8,8.2,4.56,7.45,13.2,4.1
E00639,9,3.34,8,4.0,4.88,6.74,30.06,2.0
E00640,10,4.77,12,6.3,3.88,12.67,47.7,3.15
E00641,12,1.7,1,5.5,3.2,6.82,20.4,2.75
E00642,17,2.89,4,9.5,2.08,9.48,49.13,4.75
E00643,6,1.37,15,7.7,5.0,3.83,8.22,3.85
E00644,7,3.5,0,7.6,3.36,4.2,24.5,3.8
E00645,14,3.2,3,1.4,3.72,5.99,44.8,0.7
E00646,13,2.63,1,5.9,3.73,4.92,34.19,2.95
E00647,8,3.09,7,5.2,4.38,4.83,24.72,2.6
E00648,10,4.59,3,9.4,1.04,2.97,45.9,4.7
E00649,9,1.79,15,3.3,1.88,4.57,16.11,1.65
E00650,18,1.09,4,3.4,3.66,9.46,19.62,1.7
E00651,2,4.45,10,4.7,4.58,5.48,8.9,2.35
E00652,5,3.31,3,3.2,3.74,3.48,16.55,1.6
E00653,5,4.56,4,2.2,2.65,4.86,22.8,1.1
E00654,6,3.39,4,8.7,2.45,7.65,20.34,4.35
E00655,19,4.24,4,6.0,3.95,9.59,80.56,3.0
E00656,8,2.72,10,8.8,3.96,8.24,21.76,4.4
E00657,16,4.0,2,8.5,3.43,6.64,64.0,4.25
E00658,13,4.65,6,3.5,2.17,6.51,60.45,1.75
E00659,1,3.29,2,5.9,4.7,4.25,3.29,2.95
E00660,22,1.72,1,1.7,3.21,12.09,37.84,0.85
E00661,20,2.08,2,9.2,4.16,11.84,41.6,4.6
E00662,17,1.79,10,4.6,1.86,9.81,30.43,2.3
E00663,7,1.99,2,4.5,2.38,4.52,13.93,2.25
E00664,25,2.23,7,3.7,4.5,13.86,55.75,1.85
E00665,13,3.22,3,5.1,1.2,8.13,41.86,2.55
E00666,4,3.35,2,3.3,3.05,-0.71,13.4,1.65
E00667,4,2.71,9,4.4,2.93,3.0,10.84,2.2
E00668,6,3.46,15,8.2,4.0,8.48,20.76,4.1
E00669,19,1.33,4,8.5,2.13,4.73,25.27,4.25
E00670,12,1.35,3,3.7,1.88,3.69,16.2,1.85
E00671,22,1.69,8,5.2,4.7,8.94,37.18,2.6
E00672,7,3.07,7,8.9,3.29,5.76,21.49,4.45
E00673,10,1.86,10,1.5,1.42,5.6,18.6,0.75
E00674,19,2.13,15,9.0,1.77,10.23,40.47,4.5
E00675,7,2.6,6,3.0,5.0,7.29,18.2,1.5
E00676,3,4.25,14,7.1,1.78,5.94,12.75,3.55
E00677,13,1.06,7,6.2,3.44,6.26,13.78,3.1
E00678,13,3.6,12,6.0,2.68,6.18,46.8,3.0
E00679,18,3.68,4,8.7,4.54,11.5,66.24,4.35
E00680,20,4.19,3,1.9,4.02,7.93,83.8,0.95
E00681,8,4.73,6,4.1,3.39,4.41,37.84,2.05
E00682,9,1.08,0,5.8,1.04,4.35,9.72,2.9
E00683,7,1.62,5,8.3,4.52,3.95,11.34,4.15
E00684,1,4.54,14,2.9,2.78,4.71,4.54,1.45
E00685,3,2.83,7,8.2,4.73,5.71,8.49,4.1
E00686,13,3.26,6,4.6,2.98,6.81,42.38,2.3
E00687,25,3.65,1,2.7,3.78,14.81,91.25,1.35
E00688,17,3.72,13,7.8,1.28,10.07,63.24,3.9
E00689,25,4.73,12,1.8,3.98,14.0,118.25,0.9
E00690,24,4.99,13,5.6,2.35,8.94,119.76,2.8
E00691,1,3.88,6,1.6,2.41,1.97,3.88,0.8
E00692,6,2.15,12,4.2,1.47,3.6,12.9,2.1
E00693,21,4.52,5,6.4,1.59,8.16,94.92,3.2
E00694,6,1.2,12,6.0,1.74,6.46,7.2,3.0
E00695,12,1.92,4,4.6,2.31,8.16,23.04,2.3
E00696,13,4.59,3,4.9,4.57,8.43,59.67,2.45
E00697,13,2.02,0,3.0,2.47,5.05,26.26,1.5
E00698,15,1.88,12,5.1,3.9,7.68,28.2,2.55
E00699,21,1.55,1,9.6,1.33,10.57,32.55,4.8
E00700,16,4.44,14,8.7,3.36,15.06,71.04,4.35
E00701,22,3.0,6,2.3,2.93,10.09,66.0,1.15
E00702,21,3.7,9,1.3,4.91,12.57,77.7,0.65
E00703,11,1.96,2,9.4,4.38,6.99,21.56,4.7
E00704,5,4.03,4,5.7,2.82,6.56,20.15,2.85
E00705,4,4.04,7,5.8,4.1,3.29,16.16,2.9
E00706,3,2.25,12,8.0,1.77,4.38,6.75,4.0
E00707,19,2.64,12,3.8,3.25,10.98,50.16,1.9
E00708,20,1.84,7,5.3,1.3,11.35,36.8,2.65
E00709,25,4.91,5,9.7,2.39,10.28,122.75,4.85
E00710,18,3.58,4,7.0,1.9,4.65,64.44,3.5
E00711,15,4.74,12,2.4,3.88,8.82,71.1,1.2
E00712,9,2.21,1,2.2,2.96,6.62,19.89,1.1
E00713,17,4.13,8,2.8,4.0,6.26,70.21,1.4
E00714,14,4.06,0,7.9,3.06,4.87,56.84,3.95
E00715,15,3.77,10,3.7,1.35,8.96,56.55,1.85
E00716,1,4.86,1,1.2,3.94,3.12,4.86,0.6
E00717,21,2.57,12,9.5,4.33,12.73,53.97,4.75
E00718,22,1.52,0,2.5,4.61,5.92,33.44,1.25
E00719,22,3.69,11,1.1,3.29,10.39,81.18,0.55
E00720,3,3.92,3,3.1,4.01,6.57,11.76,1.55
E00721,16,3.3,3,3.1,4.01,5.45,52.8,1.55
E00722,23,1.83,4,4.8,1.62,12.19,42.09,2.4
E00723,25,3.02,4,9.3,1.66,8.64,75.5,4.65
E00724,11,2.25,7,8.9,1.28,8.44,24.75,4.45
E00725,12,2.71,10,5.1,2.28,6.9,32.52,2.55
E00726,10,3.58,14,4.7,2.89,5.99,35.8,2.35
E00727,16,3.98,10,6.0,4.99,9.0,63.68,3.0
E00728,8,1.93,2,3.2,2.72,5.53,15.44,1.6
E00729,6,2.62,5,1.5,3.9,4.76,15.72,0.75
E00730,12,2.08,11,9.5,3.77,10.57,24.96,4.75
E00731,24,1.79,12,2.7,1.82,13.82,42.96,1.35
E00732,21,4.13,11,2.8,1.23,8.31,86.73,1.4
E00733,8,4.64,2,5.3,3.18,3.31,37.12,2.65
E00734,4,2.48,12,5.4,3.8,3.28,9.92,2.7
E00735,8,4.01,1,1.2,4.99,3.52,32.08,0.6
E00736,18,4.59,7,2.3,2.43,11.56,82.62,1.15
E00737,5,4.38,0,4.4,4.59,5.73,21.9,2.2
E00738,9,1.73,8,7.2,2.53,5.13,15.57,3.6
E00739,4,4.83,10,3.1,3.76,6.17,19.32,1.55
E00740,22,2.51,6,4.8,3.39,12.77,55.22,2.4
E00741,17,2.36,11,6.0,1.21,12.9,40.12,3.0
E00742,9,1.25,9,9.0,1.31,6.68,11.25,4.5
E00743,1,2.94,12,3.9,1.08,-0.84,2.94,1.95
E00744,21,1.44,14,2.2,2.48,10.99,30.24,1.1
E00745,20,1.99,11,5.4,3.98,12.2,39.8,2.7
E00746,13,2.27,10,7.7,1.69,8.37,29.51,3.85
E00747,16,4.24,3,2.0,3.42,9.43,67.84,1.0
E00748,13,4.5,2,4.8,2.16,7.73,58.5,2.4
E00749,14,2.21,5,1.2,4.19,4.57,30.94,0.6
E00750,3,4.43,8,1.3,4.19,3.47,13.29,0.65
E00751,6,4.43,14,5.3,4.1,7.08,26.58,2.65
E00752,18,4.06,8,3.7,3.1,11.74,73.08,1.85
E00753,19,1.59,3,8.6,2.14,6.69,30.21,4.3
E00754,5,3.76,9,6.4,4.24,7.2,18.8,3.2
E00755,15,4.78,4,5.1,1.74,8.68,71.7,2.55
E00756,25,3.73,10,4.7,2.16,15.07,93.25,2.35
E00757,2,2.33,12,5.5,1.74,4.75,4.66,2.75
E00758,10,3.0,8,1.4,3.7,3.17,30.0,0.7
E00759,24,3.58,15,9.0,3.74,14.57,85.92,4.5
E00760,18,3.04,1,10.0,3.61,12.81,54.72,5.0
E00761,13,1.48,1,2.6,2.66,6.91,19.24,1.3
E00762,5,2.25,4,2.1,1.4,2.11,11.25,1.05
E00763,23,4.21,0,2.3,4.64,7.58,96.83,1.15
E00764,24,4.45,7,6.9,3.03,9.77,106.8,3.45
E00765,1,1.55,4,7.0,2.63,6.95,1.55,3.5
E00766,22,4.81,11,8.6,3.36,11.6,105.82,4.3
E00767,1,2.32,9,7.8,1.77,2.84,2.32,3.9
E00768,18,3.65,1,5.0,1.53,7.55,65.7,2.5
E00769,15,4.01,11,6.5,2.62,8.84,60.15,3.25
E00770,17,4.25,8,7.2,1.91,12.64,72.25,3.6
E00771,11,4.78,1,5.6,1.98,4.34,52.58,2.8
E00772,21,2.25,6,5.3,4.57,12.21,47.25,2.65
E00773,25,4.43,7,6.8,3.12,12.22,110.75,3.4
E00774,22,1.53,13,6.0,2.93,13.41,33.66,3.0
E00775,17,3.82,5,6.8,3.76,12.23,64.94,3.4
E00776,13,3.97,13,6.5,4.81,9.87,51.61,3.25
E00777,1,3.71,10,7.5,1.45,4.19,3.71,3.75
E00778,2,2.01,6,6.8,4.33,4.28,4.02,3.4
E00779,9,4.49,10,5.7,3.34,7.54,40.41,2.85
E00780,3,1.68,0,7.1,1.58,-0.72,5.04,3.55
E00781,1,1.21,3,5.0,2.19,5.43,1.21,2.5
E00782,21,3.87,12,3.2,2.93,11.65,81.27,1.6
E00783,16,2.9,6,1.0,3.76,5.69,46.4,0.5
E00784,23,4.4,15,6.0,1.97,8.52,101.2,3.0
E00785,6,2.53,0,6.3,3.14,-0.59,15.18,3.15
E00786,17,1.67,12,9.7,3.74,11.43,28.39,4.85
E00787,5,4.35,0,4.3,2.79,2.99,21.75,2.15
E00788,5,3.2,10,4.5,4.45,5.21,16.0,2.25
E00789,6,1.76,5,2.8,4.48,5.66,10.56,1.4
E00790,3,3.88,3,1.6,2.88,2.76,11.64,0.8
E00791,21,3.04,2,8.0,4.89,10.79,63.84,4.0
E00792,23,3.42,11,3.2,1.3,11.24,78.66,1.6
E00793,5,2.84,14,6.5,1.01,6.12,14.2,3.25
E00794,21,4.31,4,7.2,2.52,6.9,90.51,3.6
E00795,5,4.32,8,5.2,3.4,4.39,21.6,2.6
E00796,10,3.84,9,8.9,3.52,9.14,38.4,4.45
E00797,10,1.42,9,5.0,2.91,5.09,14.2,2.5
E00798,19,4.36,11,3.6,1.5,12.71,82.84,1.8
E00799,17,3.68,13,9.1,1.68,15.11,62.56,4.55
E00800,21,3.79,13,8.8,4.41,13.49,79.59,4.4
E00801,14,2.45,11,2.5,4.47,11.51,34.3,1.25
E00802,9,4.52,10,1.2,3.7,8.81,40.68,0.6
E00803,14,3.9,9,1.8,3.66,7.4,54.6,0.9
E00804,1,1.45,2,3.6,3.39,2.72,1.45,1.8
E00805,19,2.63,4,9.8,1.81,12.92,49.97,4.9
E00806,13,4.55,9,6.0,2.71,7.61,59.15,3.0
E00807,13,1.19,4,4.4,3.78,4.29,15.47,2.2
E00808,4,4.85,8,9.0,3.15,4.0,19.4,4.5
E00809,1,3.72,10,5.1,1.07,4.08,3.72,2.55
E00810,17,3.53,11,3.8,4.81,8.05,60.01,1.9
E00811,8,2.08,9,9.5,4.38,10.21,16.64,4.75
E00812,2,2.0,10,8.6,2.04,5.1,4.0,4.3
E00813,8,4.77,3,8.6,3.47,8.41,38.16,4.3
E00814,7,2.19,0,5.6,4.69,3.88,15.33,2.8
E00815,2,4.1,9,8.1,1.38,2.85,8.2,4.05
E00816,22,2.57,4,2.6,3.01,6.67,56.54,1.3
E00817,22,1.56,0,6.2,2.82,6.59,34.32,3.1
E00818,3,1.04,5,9.9,2.64,4.53,3.12,4.95
E00819,18,3.18,11,3.6,4.34,11.14,57.24,1.8
E00820,12,4.9,15,8.1,2.52,11.08,58.8,4.05
E00821,1,2.48,9,5.4,1.25,0.9,2.48,2.7
E00822,22,2.43,9,1.4,1.26,9.76,53.46,0.7
E00823,12,2.38,14,7.9,1.17,6.32,28.56,3.95
E00824,5,3.08,6,2.5,2.64,5.51,15.4,1.25
E00825,25,2.76,0,6.7,3.87,11.01,69.0,3.35
E00826,17,4.52,9,1.8,1.81,6.91,76.84,0.9
E00827,16,3.02,3,9.5,3.59,10.21,48.32,4.75
E00828,15,3.03,8,3.6,3.75,13.1,45.45,1.8
E00829,23,1.55,12,3.0,2.02,12.29,35.65,1.5
E00830,15,4.93,0,2.2,3.4,7.05,73.95,1.1
E00831,5,2.0,8,9.5,3.74,4.96,10.0,4.75
E00832,21,1.29,7,7.4,2.87,9.11,27.09,3.7
E00833,14,3.65,4,7.7,2.35,6.18,51.1,3.85
E00834,2,3.38,5,5.5,3.48,4.7,6.76,2.75
E00835,11,2.66,6,5.3,4.91,4.8,29.26,2.65
E00836,19,2.69,3,2.0,2.71,4.34,51.11,1.0
E00837,7,4.14,13,6.0,2.57,7.91,28.98,3.0
E00838,6,1.78,13,3.2,2.86,6.05,10.68,1.6
E00839,2,4.28,5,9.8,1.3,3.41,8.56,4.9
E00840,6,3.59,6,8.2,3.21,3.33,21.54,4.1
E00841,18,2.68,10,4.7,2.31,9.98,48.24,2.35
E00842,2,2.83,14,2.4,1.49,3.09,5.66,1.2
E00843,18,2.03,5,8.1,2.87,8.32,36.54,4.05
E00844,15,4.01,10,2.1,1.01,12.05,60.15,1.05
E00845,19,3.05,12,2.7,2.61,11.41,57.95,1.35
E00846,2,2.28,14,2.9,1.42,2.15,4.56,1.45
E00847,20,3.38,11,6.0,1.1,7.82,67.6,3.0
E00848,25,4.98,5,8.1,4.3,12.47,124.5,4.05
E00849,6,2.74,1,3.8,4.66,1.66,16.44,1.9
E00850,1,4.68,4,1.8,1.83,-0.49,4.68,0.9
E00851,24,2.38,2,5.2,3.16,10.77,57.12,2.6
E00852,15,1.22,6,7.7,2.11,8.02,18.3,3.85
E00853,23,1.82,3,3.0,2.97,10.02,41.86,1.5
E00854,10,2.67,0,3.0,2.75,5.44,26.7,1.5
E00855,19,1.88,11,9.5,2.08,9.89,35.72,4.75
E00856,17,1.0,11,9.6,3.8,8.1,17.0,4.8
E00857,5,4.66,5,9.9,1.51,6.69,23.3,4.95
E00858,4,4.38,5,8.3,1.21,8.08,17.52,4.15
E00859,10,3.97,6,2.7,4.07,5.87,39.7,1.35
E00860,24,1.67,14,2.9,3.66,9.65,40.08,1.45
E00861,17,1.48,15,4.1,2.99,7.43,25.16,2.05
E00862,10,1.27,10,3.9,2.87,4.74,12.7,1.95
E00863,17,3.9,7,9.6,2.99,10.02,66.3,4.8
E00864,20,4.72,14,8.1,2.75,7.77,94.4,4.05
E00865,24,2.72,2,7.5,2.57,10.83,65.28,3.75
