Job ID,Job Title,Company,Location,Experience Required (Years),Skills,Employment Type,Salary ($)
301,Software Engineer,Innovate LLC,San Francisco,10,"Leadership, Project Management, Agile",Full-time,129175
302,Software Engineer,NextGen Tech,Austin,3,"Communication, Python, SQL",Part-time,100456
303,Software Engineer,Creative Solutions,Austin,9,"CSS, JavaScript, Responsive Design",Full-time,129895
304,Project Manager,Data Inc,Remote,6,"Adobe XD, Collaboration, Wireframing",Contract,133036
305,Web Developer,Innovate LLC,Remote,4,"SQL, Excel, Problem-Solving",Full-time,97181
306,Software Engineer,NextGen Tech,Remote,1,"Usability Testing, Wireframing, Collaboration",Full-time,51485
307,Project Manager,NextGen Tech,Chicago,3,"Responsive Design, HTML, JavaScript",Contract,90073
308,Web Developer,Creative Solutions,New York,9,"CSS, HTML, JavaScript",Part-time,96784
309,Project Manager,Innovate LLC,New York,3,"Adobe XD, Usability Testing, Wireframing",Contract,132180
310,Software Engineer,NextGen Tech,New York,5,"Communication, Python, SQL",Full-time,57284
311,UX Designer,NextGen Tech,New York,6,"Django, Communication, Python",Full-time,104495
312,Data Analyst,NextGen Tech,Chicago,9,"JavaScript, HTML, CSS",Contract,141909
313,Software Engineer,Tech Corp,Remote,5,"Usability Testing, Adobe XD, Collaboration",Contract,132573
314,Software Engineer,NextGen Tech,Austin,10,"Usability Testing, Collaboration, Adobe XD",Part-time,93298
315,Project Manager,Innovate LLC,San Francisco,7,"Problem-Solving, Data Visualization, Excel",Full-time,136572
316,Project Manager,Innovate LLC,New York,6,"Excel, SQL, Problem-Solving",Full-time,122506
317,UX Designer,Tech Corp,San Francisco,4,"Collaboration, Adobe XD, Wireframing",Contract,91251
318,Software Engineer,NextGen Tech,San Francisco,10,"JavaScript, HTML, CSS",Full-time,107829
319,Project Manager,Tech Corp,Chicago,7,"Collaboration, Wireframing, Usability Testing",Contract,114315
320,Project Manager,Innovate LLC,San Francisco,7,"Data Visualization, Problem-Solving, SQL",Contract,79007
321,Project Manager,Innovate LLC,San Francisco,9,"SQL, Problem-Solving, Data Visualization",Part-time,111068
322,Project Manager,Data Inc,Chicago,6,"SQL, Excel, Problem-Solving",Contract,146683
323,Project Manager,Creative Solutions,Austin,9,"Leadership, Communication, Agile",Contract,135743
324,Software Engineer,Data Inc,San Francisco,3,"Communication, Python, SQL",Part-time,76108
325,UX Designer,Data Inc,Chicago,2,"Wireframing, Usability Testing, Adobe XD",Part-time,120670
326,Software Engineer,NextGen Tech,New York,10,"Wireframing, Adobe XD, Usability Testing",Part-time,123627
327,Project Manager,Innovate LLC,Austin,7,"SQL, Django, Python",Full-time,97255
328,Data Analyst,NextGen Tech,New York,5,"JavaScript, CSS, Responsive Design",Part-time,93664
329,Data Analyst,Tech Corp,Austin,7,"Leadership, Project Management, Agile",Full-time,103053
330,UX Designer,Innovate LLC,New York,5,"Excel, SQL, Problem-Solving",Part-time,121141
331,UX Designer,NextGen Tech,New York,9,"JavaScript, Responsive Design, CSS",Contract,69413
332,Project Manager,Creative Solutions,Chicago,4,"JavaScript, Responsive Design, CSS",Contract,76661
333,Project Manager,Tech Corp,Austin,4,"Adobe XD, Usability Testing, Collaboration",Contract,109607
334,Software Engineer,Tech Corp,Chicago,2,"CSS, JavaScript, HTML",Contract,136714
335,Software Engineer,Creative Solutions,Remote,5,"Responsive Design, JavaScript, CSS",Full-time,90056
336,Project Manager,NextGen Tech,Chicago,6,"Django, Python, SQL",Contract,56280
337,UX Designer,Data Inc,Remote,2,"Project Management, Leadership, Communication",Part-time,66458
338,Data Analyst,Creative Solutions,San Francisco,9,"Agile, Project Management, Communication",Contract,88380
339,Data Analyst,NextGen Tech,San Francisco,5,"Communication, Project Management, Leadership",Contract,59746
340,Web Developer,NextGen Tech,San Francisco,6,"Communication, Leadership, Agile",Full-time,146913
341,Software Engineer,Data Inc,San Francisco,5,"HTML, JavaScript, Responsive Design",Full-time,139162
342,UX Designer,Creative Solutions,San Francisco,9,"Project Management, Agile, Communication",Contract,125576
343,Web Developer,Creative Solutions,Chicago,3,"Data Visualization, Problem-Solving, Excel",Full-time,128368
344,Data Analyst,Innovate LLC,Austin,4,"Communication, Agile, Project Management",Full-time,70944
345,Software Engineer,Data Inc,New York,6,"CSS, JavaScript, HTML",Contract,130193
346,UX Designer,Creative Solutions,Remote,6,"Communication, Agile, Project Management",Part-time,139305
347,Web Developer,Tech Corp,Remote,7,"Communication, Python, SQL",Contract,53709
348,Web Developer,Innovate LLC,New York,7,"Data Visualization, Problem-Solving, SQL",Part-time,54659
349,Web Developer,Data Inc,Remote,4,"Data Visualization, Excel, Problem-Solving",Contract,135116
350,UX Designer,Innovate LLC,Remote,2,"Usability Testing, Wireframing, Adobe XD",Contract,110855
351,Software Engineer,Data Inc,Austin,2,"Django, Communication, SQL",Full-time,82762
352,Data Analyst,Data Inc,Remote,5,"HTML, CSS, JavaScript",Contract,75708
353,UX Designer,Creative Solutions,Remote,3,"Adobe XD, Collaboration, Usability Testing",Contract,126030
354,Data Analyst,Data Inc,Remote,4,"CSS, JavaScript, Responsive Design",Full-time,69133
355,UX Designer,Innovate LLC,Austin,8,"Python, Communication, Django",Contract,91045
356,Project Manager,Tech Corp,Remote,2,"Adobe XD, Collaboration, Usability Testing",Part-time,103506
357,Data Analyst,NextGen Tech,San Francisco,7,"Adobe XD, Collaboration, Wireframing",Full-time,128904
358,Data Analyst,Tech Corp,New York,1,"JavaScript, CSS, HTML",Full-time,128437
359,UX Designer,NextGen Tech,New York,6,"Agile, Project Management, Leadership",Part-time,111990
360,Data Analyst,Data Inc,Remote,7,"Excel, Problem-Solving, Data Visualization",Full-time,102959
361,UX Designer,Data Inc,Chicago,7,"JavaScript, CSS, HTML",Full-time,142780
362,Web Developer,Data Inc,New York,7,"Communication, Agile, Project Management",Contract,62149
363,UX Designer,NextGen Tech,Remote,10,"Data Visualization, Problem-Solving, SQL",Full-time,118650
364,UX Designer,Tech Corp,Chicago,2,"CSS, JavaScript, HTML",Contract,104219
365,Project Manager,Tech Corp,San Francisco,6,"SQL, Django, Python",Part-time,65004
366,Software Engineer,Tech Corp,Chicago,4,"Python, SQL, Django",Part-time,82060
367,Project Manager,Tech Corp,New York,1,"JavaScript, HTML, CSS",Part-time,80553
368,Data Analyst,Data Inc,Chicago,3,"Data Visualization, SQL, Excel",Part-time,145302
369,Data Analyst,Innovate LLC,Remote,9,"SQL, Django, Communication",Full-time,82552
370,Data Analyst,NextGen Tech,San Francisco,7,"Python, Django, Communication",Part-time,139927
371,Project Manager,Creative Solutions,Remote,2,"Excel, Problem-Solving, SQL",Full-time,94532
372,Web Developer,NextGen Tech,Austin,3,"Excel, SQL, Problem-Solving",Part-time,114770
373,Software Engineer,Innovate LLC,New York,4,"Communication, Agile, Leadership",Contract,148192
374,Data Analyst,NextGen Tech,San Francisco,9,"JavaScript, HTML, Responsive Design",Contract,119328
375,Data Analyst,NextGen Tech,New York,3,"SQL, Python, Django",Full-time,103732
376,Software Engineer,Innovate LLC,New York,4,"Python, Communication, SQL",Contract,107977
377,UX Designer,Tech Corp,Remote,8,"Data Visualization, Problem-Solving, Excel",Contract,82410
378,Software Engineer,Innovate LLC,Chicago,2,"SQL, Python, Django",Contract,104973
379,UX Designer,Tech Corp,San Francisco,5,"Django, SQL, Python",Contract,64225
380,UX Designer,Data Inc,New York,5,"SQL, Problem-Solving, Excel",Part-time,56255
381,Project Manager,Data Inc,Chicago,6,"Django, Python, Communication",Part-time,94664
382,UX Designer,Data Inc,Chicago,1,"HTML, JavaScript, Responsive Design",Contract,117628
383,Data Analyst,Data Inc,Chicago,5,"SQL, Communication, Python",Full-time,149995
384,Data Analyst,Innovate LLC,Remote,10,"Responsive Design, HTML, CSS",Part-time,128127
385,Project Manager,NextGen Tech,New York,2,"SQL, Python, Communication",Part-time,67577
386,Data Analyst,Tech Corp,New York,3,"Problem-Solving, SQL, Data Visualization",Contract,60226
387,Data Analyst,Innovate LLC,New York,6,"SQL, Data Visualization, Problem-Solving",Full-time,121496
388,Project Manager,Data Inc,San Francisco,6,"Problem-Solving, SQL, Excel",Part-time,116009
389,Software Engineer,Tech Corp,Chicago,1,"SQL, Communication, Django",Contract,69935
390,Web Developer,Tech Corp,San Francisco,8,"Leadership, Agile, Communication",Contract,71252
391,Web Developer,Innovate LLC,Austin,1,"Python, Communication, Django",Part-time,147720
392,Software Engineer,NextGen Tech,New York,7,"Collaboration, Usability Testing, Wireframing",Part-time,108530
393,UX Designer,Tech Corp,Chicago,6,"Usability Testing, Wireframing, Adobe XD",Part-time,52193
394,UX Designer,Tech Corp,Chicago,8,"Problem-Solving, Data Visualization, SQL",Contract,73740
395,Software Engineer,Innovate LLC,Remote,2,"Excel, Data Visualization, Problem-Solving",Contract,148931
396,UX Designer,NextGen Tech,Chicago,7,"Communication, Django, Python",Full-time,59691
397,Web Developer,Innovate LLC,Remote,2,"Project Management, Agile, Communication",Part-time,82013
398,Software Engineer,Data Inc,Chicago,2,"Communication, Agile, Project Management",Full-time,68184
399,UX Designer,Tech Corp,New York,10,"HTML, Responsive Design, JavaScript",Full-time,92185
400,Project Manager,NextGen Tech,San Francisco,1,"JavaScript, CSS, HTML",Contract,113066
401,Web Developer,Creative Solutions,New York,2,"Communication, Agile, Project Management",Contract,144036
402,Software Engineer,NextGen Tech,New York,5,"Leadership, Agile, Communication",Full-time,113049
403,UX Designer,Data Inc,Chicago,6,"CSS, JavaScript, Responsive Design",Part-time,84227
404,Software Engineer,Tech Corp,San Francisco,8,"Collaboration, Usability Testing, Adobe XD",Full-time,82974
405,Web Developer,NextGen Tech,Austin,5,"Adobe XD, Wireframing, Collaboration",Part-time,76750
406,UX Designer,Innovate LLC,San Francisco,1,"Python, SQL, Communication",Full-time,84612
407,Software Engineer,Creative Solutions,New York,5,"Adobe XD, Collaboration, Usability Testing",Contract,115217
408,Software Engineer,NextGen Tech,Chicago,1,"Responsive Design, CSS, JavaScript",Part-time,76736
409,Software Engineer,Data Inc,Remote,7,"CSS, HTML, Responsive Design",Full-time,121015
410,Project Manager,Tech Corp,Chicago,7,"SQL, Excel, Data Visualization",Part-time,110676
411,Web Developer,Innovate LLC,Chicago,2,"HTML, Responsive Design, JavaScript",Full-time,75431
412,Project Manager,Tech Corp,New York,5,"Python, SQL, Django",Contract,146168
413,Web Developer,Innovate LLC,Chicago,10,"Django, Communication, SQL",Contract,143251
414,Data Analyst,Innovate LLC,New York,9,"Adobe XD, Collaboration, Wireframing",Part-time,122180
415,Data Analyst,Innovate LLC,Remote,6,"Wireframing, Usability Testing, Collaboration",Contract,102115
416,Project Manager,Innovate LLC,Remote,8,"HTML, Responsive Design, JavaScript",Part-time,80630
417,Data Analyst,Tech Corp,San Francisco,1,"Communication, SQL, Django",Part-time,101305
418,UX Designer,Innovate LLC,New York,6,"Responsive Design, JavaScript, HTML",Full-time,130591
419,Web Developer,NextGen Tech,Chicago,8,"Collaboration, Usability Testing, Wireframing",Contract,87197
420,Software Engineer,NextGen Tech,San Francisco,3,"Python, Django, Communication",Part-time,102029
421,Software Engineer,NextGen Tech,Chicago,6,"Excel, Problem-Solving, Data Visualization",Part-time,67627
422,Web Developer,Innovate LLC,Austin,7,"Problem-Solving, Excel, SQL",Full-time,121471
423,Software Engineer,Data Inc,Austin,10,"SQL, Problem-Solving, Excel",Full-time,122607
424,Web Developer,Tech Corp,San Francisco,6,"Data Visualization, Excel, Problem-Solving",Part-time,70328
425,Project Manager,Data Inc,San Francisco,6,"SQL, Django, Python",Part-time,97316
426,UX Designer,NextGen Tech,San Francisco,10,"Excel, Data Visualization, Problem-Solving",Part-time,63873
427,UX Designer,Innovate LLC,Austin,8,"JavaScript, CSS, Responsive Design",Contract,58756
428,Software Engineer,NextGen Tech,Austin,7,"Project Management, Leadership, Agile",Part-time,78566
429,UX Designer,Data Inc,Chicago,8,"Communication, Django, SQL",Part-time,142464
430,UX Designer,NextGen Tech,New York,9,"Communication, Leadership, Agile",Part-time,130787
431,Web Developer,Innovate LLC,Chicago,6,"Wireframing, Usability Testing, Adobe XD",Part-time,120772
432,Web Developer,Data Inc,Chicago,8,"Wireframing, Collaboration, Usability Testing",Part-time,96208
433,UX Designer,NextGen Tech,Austin,5,"Agile, Project Management, Communication",Contract,113190
434,Project Manager,NextGen Tech,Austin,7,"Communication, Python, SQL",Part-time,96396
435,Data Analyst,Innovate LLC,Austin,6,"Agile, Project Management, Communication",Part-time,72060
436,UX Designer,Tech Corp,Austin,2,"Problem-Solving, Excel, SQL",Part-time,111608
437,Data Analyst,Tech Corp,Remote,6,"Collaboration, Usability Testing, Wireframing",Contract,90670
438,Data Analyst,Data Inc,New York,10,"JavaScript, Responsive Design, CSS",Part-time,133346
439,Web Developer,NextGen Tech,Chicago,9,"Excel, Data Visualization, SQL",Full-time,133731
440,Data Analyst,NextGen Tech,New York,6,"SQL, Problem-Solving, Excel",Part-time,94622
441,Project Manager,Tech Corp,Chicago,7,"Project Management, Agile, Leadership",Part-time,99226
442,Web Developer,Tech Corp,Chicago,9,"Project Management, Leadership, Communication",Full-time,144406
443,UX Designer,Tech Corp,New York,10,"Agile, Leadership, Project Management",Part-time,60223
444,Data Analyst,NextGen Tech,Chicago,6,"Data Visualization, Problem-Solving, Excel",Part-time,99262
445,UX Designer,NextGen Tech,Remote,3,"Adobe XD, Collaboration, Wireframing",Part-time,134397
446,UX Designer,Creative Solutions,Austin,10,"Responsive Design, HTML, JavaScript",Contract,55326
447,Software Engineer,NextGen Tech,Remote,9,"Django, Python, SQL",Part-time,74253
448,Web Developer,Creative Solutions,Chicago,9,"Django, Communication, Python",Contract,126458
449,UX Designer,Creative Solutions,Remote,8,"Communication, SQL, Django",Part-time,100405
450,UX Designer,Data Inc,Remote,7,"Collaboration, Adobe XD, Usability Testing",Contract,131454
451,Project Manager,Tech Corp,Remote,10,"CSS, HTML, JavaScript",Contract,128919
452,Software Engineer,Tech Corp,Remote,4,"Python, SQL, Communication",Part-time,75025
453,Web Developer,Tech Corp,San Francisco,8,"JavaScript, HTML, Responsive Design",Contract,76287
454,Project Manager,Creative Solutions,Remote,4,"Agile, Project Management, Leadership",Full-time,76099
455,Web Developer,Tech Corp,Chicago,10,"JavaScript, CSS, HTML",Part-time,124318
456,Project Manager,NextGen Tech,New York,2,"SQL, Problem-Solving, Excel",Part-time,62778
457,Project Manager,Data Inc,New York,10,"Python, SQL, Communication",Contract,111987
458,Data Analyst,Tech Corp,New York,6,"JavaScript, Responsive Design, HTML",Full-time,91217
459,UX Designer,Tech Corp,Remote,9,"Communication, Python, Django",Part-time,78936
460,Web Developer,Data Inc,Chicago,1,"Collaboration, Wireframing, Adobe XD",Full-time,109891
461,Data Analyst,NextGen Tech,New York,7,"Responsive Design, HTML, JavaScript",Full-time,95133
462,Software Engineer,NextGen Tech,Austin,8,"Agile, Communication, Project Management",Full-time,139474
463,Data Analyst,NextGen Tech,Austin,5,"Usability Testing, Wireframing, Collaboration",Part-time,144266
464,Software Engineer,Data Inc,New York,8,"Data Visualization, SQL, Problem-Solving",Part-time,55581
465,Software Engineer,Data Inc,New York,8,"Communication, Leadership, Project Management",Full-time,111822
466,UX Designer,Data Inc,Austin,9,"Project Management, Agile, Communication",Full-time,98034
467,Data Analyst,Innovate LLC,Austin,5,"SQL, Communication, Django",Contract,58002
