State,HighQ,HighQN,MedQ,MedQN,LowQ,LowQN,date
Pennsylvania,358.23,6194,268.27,5906,NA,561,6/1/2015
Rhode Island,313.23,804,248.78,681,NA,47,6/1/2015
South Carolina,333.84,1998,208.69,1689,NA,187,6/1/2015
South Dakota,358.78,253,340.17,302,NA,29,6/1/2015
Tennessee,345.24,2593,227,2297,NA,260,6/1/2015
Texas,326.08,9572,232.33,10250,NA,1286,6/1/2015
Utah,284.97,1077,232.95,1230,NA,71,6/1/2015
Vermont,364.83,408,304.7,434,NA,32,6/1/2015
Virginia,361.62,4013,289.87,3629,NA,320,6/1/2015
Washington,231.55,3777,187.19,4141,NA,183,6/1/2015
West Virginia,357.52,638,224.12,649,NA,64,6/1/2015
Wisconsin,344.94,2551,272.03,2686,NA,183,6/1/2015
Wyoming,312.84,147,317.38,226,NA,13,6/1/2015
Alabama,340.84,1337,203.63,1196,147.57,154,7/1/2014
Alaska,288.79,316,261.18,386,407.31,32,7/1/2014
Arizona,300.58,2321,209.17,2054,185.64,275,7/1/2014
Arkansas,349.29,727,183.49,692,126.2,134,7/1/2014
California,245.39,14539,191.94,16092,188.57,949,7/1/2014
Colorado,238.09,2734,196.5,2320,230.11,160,7/1/2014
Connecticut,343.38,1542,271.55,1672,254.19,104,7/1/2014
Delaware,367.66,426,227.21,354,204.86,39,7/1/2014
District of Columbia,345.75,550,290.12,461,209.83,47,7/1/2014
Florida,302.48,8192,217.74,6801,152.01,617,7/1/2014
Georgia,326.91,3846,215.62,2896,146.73,272,7/1/2014
Hawaii,312.12,391,274.99,446,165.55,28,7/1/2014
Idaho,276.83,380,251.49,563,136.89,28,7/1/2014
Illinois,355.82,4870,283.47,4537,190.65,402,7/1/2014
Indiana,333.04,2061,210.28,1877,155.98,288,7/1/2014
Iowa,366.98,840,289.42,841,246.4,111,7/1/2014
Kansas,350.11,1005,260.7,822,122.62,127,7/1/2014
Kentucky,338.06,1269,173.35,1256,123.41,161,7/1/2014
Louisiana,366.92,1325,245.24,1125,143.37,280,7/1/2014
Maine,317.46,536,246.17,551,272.95,59,7/1/2014
Montana,267.42,667,251.01,319,609.45,28,7/1/2014
Nebraska,343.3,615,250.53,611,133.37,73,7/1/2014
Nevada,267.86,1075,229.05,1191,234.33,73,7/1/2014
New Hampshire,358.5,516,290.02,554,643,44,7/1/2014
New Jersey,349.84,2656,288.34,3495,223.83,225,7/1/2014
New Mexico,290.39,673,201.78,547,96.93,56,7/1/2014
New York,347.02,6837,265.83,7292,209.44,554,7/1/2014
North Carolina,350.21,3487,244.96,2484,149.37,272,7/1/2014
North Dakota,398.95,179,363.1,261,335.8,20,7/1/2014
Ohio,335.43,3687,216.9,3618,162.27,480,7/1/2014
Oklahoma,365.32,917,232.09,890,118.22,163,7/1/2014
Oregon,208.85,1900,184.86,1641,175.53,80,7/1/2014
Maryland,371.44,2440,250.8,2002,187.53,178,7/1/2014
Massachusetts,350.57,3500,292.92,3101,223.24,253,7/1/2014
Michigan,293.08,3569,276.51,3164,270.6,262,7/1/2014
Minnesota,358.83,2073,278.2,2014,181.2,110,7/1/2014
Mississippi,335.64,526,145.88,453,148.49,124,7/1/2014
Missouri,356.92,1924,244.08,1732,146.19,265,7/1/2014
Pennsylvania,366.82,4754,266.84,4128,192.02,440,7/1/2014
Rhode Island,324.61,625,256.1,446,199.96,39,7/1/2014
South Carolina,343.23,1426,202.04,1156,188.56,145,7/1/2014
South Dakota,378.21,189,351.27,216,123.94,22,7/1/2014
Tennessee,353.29,1934,224.92,1587,186.57,185,7/1/2014
Texas,337.88,7242,232.73,7228,144.18,1033,7/1/2014
Utah,289.31,825,238.86,889,204.58,56,7/1/2014
Vermont,375.8,322,319.57,291,190.36,26,7/1/2014
Virginia,368.76,3005,291.44,2539,222.18,247,7/1/2014
Washington,232.05,2840,189.94,2909,138.47,136,7/1/2014
West Virginia,354.4,471,215.1,459,155.8,49,7/1/2014
Wisconsin,353.39,1935,271.85,1776,237.56,145,7/1/2014
Wyoming,351.78,110,360.09,159,161.3,12,7/1/2014
Alabama,340.63,1381,203.54,1239,145.79,160,8/1/2014
Alaska,288.34,324,260.56,399,403.33,33,8/1/2014
Arizona,300.71,2384,209.04,2112,185.64,279,8/1/2014
Arkansas,348.99,741,181.6,715,126.2,134,8/1/2014
California,245.36,14948,191.58,16665,188.03,976,8/1/2014
Colorado,238.05,2799,196.73,2410,227.49,167,8/1/2014
Connecticut,341.77,1603,272.99,1733,254.44,105,8/1/2014
Delaware,367.27,441,229.23,375,204.86,39,8/1/2014
District of Columbia,346.37,567,287.5,485,209.83,47,8/1/2014
Florida,301.71,8404,217.68,7056,151.86,632,8/1/2014
Georgia,326.73,3944,216.59,2986,145.62,278,8/1/2014
Hawaii,309.87,409,265.58,456,174.23,29,8/1/2014
Idaho,276.41,391,249.07,580,165.19,31,8/1/2014
Illinois,355.78,5004,283.21,4725,194,408,8/1/2014
Indiana,333.19,2118,211.1,1943,154.32,295,8/1/2014
Iowa,367.18,865,290.62,879,249.3,112,8/1/2014
Kansas,351.17,1041,262.43,859,121.73,130,8/1/2014
Kentucky,338.53,1306,182.44,1301,123.13,165,8/1/2014
Louisiana,366.72,1363,244.27,1175,144.49,287,8/1/2014
Maine,317.67,551,246.02,564,272.95,59,8/1/2014
Montana,266.9,680,242.91,330,588.04,29,8/1/2014
Nebraska,341.38,631,250.49,625,133.37,73,8/1/2014
Nevada,269.23,1105,229.52,1236,235.3,75,8/1/2014
New Hampshire,358.27,528,290.65,577,617.09,46,8/1/2014
New Jersey,349.49,2742,288.25,3620,226.25,235,8/1/2014
New Mexico,289.74,696,201.4,566,94.88,58,8/1/2014
New York,347.23,7041,265.5,7573,208.24,563,8/1/2014
North Carolina,349.71,3594,245.04,2586,149.12,278,8/1/2014
North Dakota,405.04,185,364.95,270,336.51,21,8/1/2014
Ohio,334.88,3796,217.48,3735,165.61,499,8/1/2014
Oklahoma,363.94,944,233.22,920,121.66,169,8/1/2014
Oregon,208.9,1968,183.83,1713,175.2,81,8/1/2014
Maryland,370.48,2520,252.06,2101,187.53,178,8/1/2014
Massachusetts,350.48,3616,289.2,3215,221.53,265,8/1/2014
Michigan,291.98,3642,275.53,3260,266.25,270,8/1/2014
Minnesota,357.83,2120,276.29,2104,184.7,114,8/1/2014
Mississippi,335.65,534,145.64,467,146.12,128,8/1/2014
Missouri,357.47,1977,245.39,1802,145.81,271,8/1/2014
Pennsylvania,366.07,4896,267.35,4264,193.19,458,8/1/2014
Rhode Island,322.31,642,257.96,462,199.96,40,8/1/2014
South Carolina,342.14,1479,201.6,1211,186.16,148,8/1/2014
South Dakota,377.37,194,351.5,223,123.94,22,8/1/2014
Tennessee,353.14,1986,225.61,1633,184.16,191,8/1/2014
Texas,337.48,7440,233.23,7484,144.12,1052,8/1/2014
Utah,287.32,859,238.33,911,207.35,57,8/1/2014
Vermont,375.27,328,317.09,307,190.36,27,8/1/2014
Virginia,367.63,3081,291.99,2621,224.07,255,8/1/2014
Washington,232.89,2976,190.1,3087,138.02,138,8/1/2014
West Virginia,354.37,488,214.93,469,145.37,55,8/1/2014
Wisconsin,353.19,1990,271.83,1857,250.79,147,8/1/2014
Wyoming,349.69,116,349.9,166,161.3,12,8/1/2014
Alabama,340.88,1404,205.01,1278,NA,161,9/1/2014
Alaska,291.32,330,261.71,414,NA,33,9/1/2014
Arizona,300.33,2425,209.22,2155,NA,284,9/1/2014
Arkansas,346.86,764,179.89,732,NA,135,9/1/2014
California,245.11,15238,191.35,17060,NA,995,9/1/2014
Colorado,238.51,2861,197.02,2482,NA,168,9/1/2014
Connecticut,341.04,1642,271.62,1774,NA,108,9/1/2014
Delaware,365.67,451,229.55,382,NA,39,9/1/2014
District of Columbia,348.73,584,288.14,501,NA,47,9/1/2014
Florida,302.59,8567,217.65,7264,NA,642,9/1/2014
Georgia,326.91,4045,216.83,3084,NA,283,9/1/2014
Hawaii,310,417,267.11,468,NA,29,9/1/2014
Idaho,277.06,396,248.83,592,NA,32,9/1/2014
Illinois,355.94,5134,283.33,4872,NA,412,9/1/2014
Indiana,332.77,2171,211.55,1996,NA,304,9/1/2014
Iowa,365.66,882,289.14,906,NA,112,9/1/2014
Kansas,351.23,1068,261.64,886,NA,130,9/1/2014
Kentucky,337.94,1342,183.4,1332,NA,167,9/1/2014
Louisiana,366.52,1392,244.78,1210,NA,293,9/1/2014
Maine,315.05,566,254.75,583,NA,59,9/1/2014
Montana,266.73,688,251.1,339,NA,30,9/1/2014
Nebraska,339.96,645,250.78,645,NA,73,9/1/2014
Nevada,268.13,1128,229.09,1269,NA,76,9/1/2014
New Hampshire,356.7,540,291.41,589,NA,46,9/1/2014
New Jersey,348.6,2801,287.79,3727,NA,239,9/1/2014
New Mexico,289.22,714,201.74,578,NA,58,9/1/2014
New York,346.09,7196,265.27,7774,NA,576,9/1/2014
North Carolina,349.06,3673,245.83,2673,NA,285,9/1/2014
North Dakota,405.46,186,349.7,276,NA,21,9/1/2014
Ohio,334.53,3869,217.57,3832,NA,503,9/1/2014
Oklahoma,363.3,967,232.61,943,NA,175,9/1/2014
Oregon,208.35,2007,182.99,1768,NA,85,9/1/2014
Maryland,370.61,2582,252.39,2163,NA,182,9/1/2014
Massachusetts,350.12,3697,288.52,3330,NA,271,9/1/2014
Michigan,291,3719,274.16,3343,NA,275,9/1/2014
Minnesota,354.93,2170,276.23,2161,NA,115,9/1/2014
Mississippi,337.64,549,146.47,482,NA,131,9/1/2014
Missouri,358.12,2018,245.94,1852,NA,274,9/1/2014
Pennsylvania,365.94,5023,267.88,4390,NA,469,9/1/2014
Rhode Island,321.07,659,258.25,477,NA,42,9/1/2014
South Carolina,341.84,1516,202.64,1243,NA,152,9/1/2014
South Dakota,377.57,201,348.33,228,NA,22,9/1/2014
Tennessee,352.46,2030,225.76,1673,NA,198,9/1/2014
Texas,336.88,7560,232.31,7661,NA,1068,9/1/2014
Utah,287.43,873,238.45,935,NA,58,9/1/2014
Vermont,374.86,333,316.84,321,NA,29,9/1/2014
Virginia,366.74,3165,291.67,2726,NA,257,9/1/2014
Washington,232.69,3032,189.74,3169,NA,144,9/1/2014
West Virginia,354.64,498,215.8,487,NA,55,9/1/2014
Wisconsin,352.89,2034,271.63,1930,NA,151,9/1/2014
Wyoming,330.41,117,356.25,170,NA,12,9/1/2014
Alabama,339.81,1425,204.78,1308,NA,162,10/1/2014
Alaska,291.41,331,262.29,423,NA,34,10/1/2014
Arizona,300.11,2448,210.22,2195,NA,290,10/1/2014
Arkansas,345.81,779,179.96,748,NA,136,10/1/2014
California,245.05,15419,190.91,17373,NA,1001,10/1/2014
Colorado,238.05,2900,196.85,2525,NA,168,10/1/2014
Connecticut,340.75,1672,270.58,1826,NA,112,10/1/2014
Delaware,365.92,458,231.45,394,NA,39,10/1/2014
District of Columbia,350.27,602,288.91,514,NA,48,10/1/2014
Florida,301.9,8728,217.89,7436,NA,651,10/1/2014
Georgia,326.54,4107,217.25,3134,NA,287,10/1/2014
Hawaii,310.34,421,268.95,473,NA,29,10/1/2014
Idaho,275.96,403,247.87,608,NA,33,10/1/2014
Illinois,356.47,5220,282.85,5001,NA,420,10/1/2014
Indiana,332.78,2209,213.2,2041,NA,308,10/1/2014
Iowa,365.96,898,288.88,922,NA,114,10/1/2014
Kansas,350.64,1083,262.69,904,NA,130,10/1/2014
Kentucky,338.57,1368,174.24,1358,NA,170,10/1/2014
Louisiana,365.88,1415,243.77,1230,NA,297,10/1/2014
Maine,314.94,570,244.72,595,NA,59,10/1/2014
Montana,266.44,696,250.28,344,NA,30,10/1/2014
Nebraska,338.86,653,249.9,662,NA,74,10/1/2014
Nevada,268.3,1142,229.63,1295,NA,76,10/1/2014
New Hampshire,356.53,549,290.56,599,NA,47,10/1/2014
New Jersey,348.37,2843,287.59,3802,NA,239,10/1/2014
New Mexico,288.43,730,202.56,595,NA,59,10/1/2014
New York,346.67,7304,264.84,7924,NA,583,10/1/2014
North Carolina,347.77,3750,245.33,2726,NA,288,10/1/2014
North Dakota,393.75,194,347.23,284,NA,21,10/1/2014
Ohio,334.33,3932,217.87,3900,NA,514,10/1/2014
Oklahoma,364.74,994,234.18,965,NA,177,10/1/2014
Oregon,208.09,2033,182.46,1805,NA,85,10/1/2014
Maryland,369.67,2615,253.34,2215,NA,185,10/1/2014
Massachusetts,349.55,3748,288.54,3414,NA,272,10/1/2014
Michigan,290.59,3767,273.57,3391,NA,277,10/1/2014
Minnesota,354.46,2185,275.41,2207,NA,118,10/1/2014
Mississippi,337.31,558,145.37,491,NA,133,10/1/2014
Missouri,357.9,2052,245.73,1905,NA,276,10/1/2014
Pennsylvania,365.25,5097,267.69,4469,NA,475,10/1/2014
Rhode Island,320.23,667,258.99,484,NA,43,10/1/2014
South Carolina,341.27,1540,203.57,1263,NA,155,10/1/2014
South Dakota,377.14,204,348.54,232,NA,24,10/1/2014
Tennessee,352.12,2059,227.13,1704,NA,201,10/1/2014
Texas,336.65,7656,232.64,7778,NA,1085,10/1/2014
Utah,287.58,887,238.43,956,NA,58,10/1/2014
Vermont,374.25,335,315.25,330,NA,29,10/1/2014
Virginia,366.49,3216,291.53,2781,NA,262,10/1/2014
Washington,233.15,3075,189.46,3233,NA,145,10/1/2014
West Virginia,355.46,504,215.99,493,NA,57,10/1/2014
Wisconsin,352.36,2070,272.76,1976,NA,152,10/1/2014
Wyoming,328.51,119,354.94,171,NA,12,10/1/2014
Alabama,339.13,1453,204.81,1348,NA,172,11/1/2014
Alaska,290.61,338,262.16,435,NA,37,11/1/2014
Arizona,300.3,2495,210.48,2254,NA,295,11/1/2014
Arkansas,343.84,803,179.79,769,NA,140,11/1/2014
California,245.09,15688,191.04,17780,NA,1023,11/1/2014
Colorado,237.55,2967,196.35,2609,NA,171,11/1/2014
Connecticut,340.31,1716,270.12,1890,NA,116,11/1/2014
Delaware,363.53,470,233.87,404,NA,39,11/1/2014
District of Columbia,350.3,614,287.57,528,NA,48,11/1/2014
Florida,301.55,8890,217.83,7611,NA,660,11/1/2014
Georgia,325.87,4184,217.14,3182,NA,289,11/1/2014
Hawaii,310.95,427,267.1,482,NA,29,11/1/2014
Idaho,275.98,418,247.09,623,NA,35,11/1/2014
Illinois,355.5,5311,283,5127,NA,427,11/1/2014
Indiana,332.21,2250,213.83,2086,NA,314,11/1/2014
Iowa,365.35,922,288.57,946,NA,115,11/1/2014
Kansas,351.1,1103,261.71,928,NA,133,11/1/2014
Kentucky,339.72,1391,174.08,1392,NA,174,11/1/2014
Louisiana,365.25,1436,240.46,1257,NA,300,11/1/2014
Maine,316.08,584,243.85,610,NA,59,11/1/2014
Montana,265.91,711,241.74,351,NA,30,11/1/2014
Nebraska,340.44,667,247.87,673,NA,74,11/1/2014
Nevada,267.11,1168,229.29,1318,NA,76,11/1/2014
New Hampshire,356.1,559,290.57,615,NA,50,11/1/2014
New Jersey,348.05,2901,287.85,3892,NA,243,11/1/2014
New Mexico,288.33,743,213.43,610,NA,61,11/1/2014
New York,345.89,7428,264.79,8109,NA,592,11/1/2014
North Carolina,347.39,3826,245.61,2804,NA,296,11/1/2014
North Dakota,393.66,198,342.39,302,NA,22,11/1/2014
Ohio,334.02,4005,217.59,3991,NA,520,11/1/2014
Oklahoma,363.17,1020,234.59,991,NA,182,11/1/2014
Oregon,207.73,2071,181.72,1848,NA,86,11/1/2014
Maryland,368.67,2685,256.02,2274,NA,188,11/1/2014
Massachusetts,348.9,3810,287.7,3497,NA,276,11/1/2014
Michigan,290.47,3829,271.97,3473,NA,284,11/1/2014
Minnesota,353.74,2243,274.77,2285,NA,119,11/1/2014
Mississippi,336.81,574,146.74,507,NA,135,11/1/2014
Missouri,352.99,2097,245.84,1960,NA,283,11/1/2014
Pennsylvania,364.24,5231,268.88,4588,NA,482,11/1/2014
Rhode Island,319.09,677,260.27,506,NA,46,11/1/2014
South Carolina,340.62,1579,203.18,1294,NA,157,11/1/2014
South Dakota,377.08,208,348.54,233,NA,25,11/1/2014
Tennessee,351.34,2102,226.51,1761,NA,204,11/1/2014
Texas,336.8,7779,233.07,7944,NA,1098,11/1/2014
Utah,287.61,897,238.26,980,NA,58,11/1/2014
Vermont,372.48,339,311.57,342,NA,30,11/1/2014
Virginia,367.03,3285,292.99,2857,NA,265,11/1/2014
Washington,233.4,3151,189.56,3312,NA,146,11/1/2014
West Virginia,355.32,516,218.72,504,NA,58,11/1/2014
Wisconsin,351.82,2116,272.71,2034,NA,156,11/1/2014
Wyoming,329.04,121,353.86,178,NA,12,11/1/2014
Alabama,339.34,1491,205.59,1399,NA,178,12/1/2014
Alaska,290.27,345,269.08,455,NA,37,12/1/2014
Arizona,299.9,2570,210.42,2332,NA,299,12/1/2014
Arkansas,343.73,825,206.14,805,NA,141,12/1/2014
California,244.36,16127,190.25,18472,NA,1061,12/1/2014
Colorado,243.99,3055,195.71,2743,NA,175,12/1/2014
Connecticut,339.13,1782,268.79,1982,NA,120,12/1/2014
Delaware,363.93,476,235.73,417,NA,40,12/1/2014
District of Columbia,348.6,641,280.94,561,NA,49,12/1/2014
Florida,301.07,9138,217.52,7894,NA,676,12/1/2014
Georgia,324.83,4291,217.38,3327,NA,302,12/1/2014
Hawaii,309.87,438,267.03,495,NA,29,12/1/2014
Idaho,275.07,433,245.8,652,NA,35,12/1/2014
Illinois,354.85,5461,283.11,5339,NA,436,12/1/2014
Indiana,332.84,2325,213.86,2166,NA,319,12/1/2014
Iowa,365.25,949,289.61,1001,NA,118,12/1/2014
Kansas,350.15,1127,262.03,959,NA,135,12/1/2014
Kentucky,338.51,1448,173.79,1453,NA,176,12/1/2014
Louisiana,363.45,1475,240.76,1310,NA,309,12/1/2014
Maine,315.06,599,236.01,641,NA,60,12/1/2014
Montana,265.8,722,241.84,362,NA,32,12/1/2014
Nebraska,337.81,682,246.76,700,NA,75,12/1/2014
Nevada,266.5,1200,227.16,1376,NA,78,12/1/2014
New Hampshire,355.28,578,295.13,637,NA,51,12/1/2014
New Jersey,346.13,2984,287.03,4050,NA,251,12/1/2014
New Mexico,288.36,773,215.74,641,NA,64,12/1/2014
New York,345.1,7638,264.3,8429,NA,609,12/1/2014
North Carolina,346.31,3971,245.16,2920,NA,308,12/1/2014
North Dakota,397.09,204,345.27,311,NA,23,12/1/2014
Ohio,333.29,4124,218.62,4132,NA,534,12/1/2014
Oklahoma,356.98,1065,234.63,1030,NA,189,12/1/2014
Oregon,206.72,2130,181.06,1954,NA,91,12/1/2014
Maryland,367.05,2780,255.12,2372,NA,191,12/1/2014
Massachusetts,347.45,3909,286.97,3658,NA,281,12/1/2014
Michigan,289.31,3910,270.42,3616,NA,289,12/1/2014
Minnesota,352.63,2298,274.4,2377,NA,122,12/1/2014
Mississippi,337.43,586,148.22,525,NA,140,12/1/2014
Missouri,352.05,2160,245.5,2040,NA,291,12/1/2014
Pennsylvania,363.5,5372,268.98,4787,NA,494,12/1/2014
Rhode Island,317.87,706,260.09,537,NA,46,12/1/2014
South Carolina,338.67,1632,204.86,1359,NA,161,12/1/2014
South Dakota,356.93,217,348.91,247,NA,25,12/1/2014
Tennessee,349.68,2172,225.48,1836,NA,212,12/1/2014
Texas,335.4,8009,233,8252,NA,1127,12/1/2014
Utah,290.77,936,237.32,1010,NA,60,12/1/2014
Vermont,371.8,351,309.92,354,NA,32,12/1/2014
Virginia,365.81,3394,292.4,2973,NA,279,12/1/2014
Washington,233.76,3253,189.29,3453,NA,154,12/1/2014
West Virginia,358.42,535,220.62,522,NA,59,12/1/2014
Wisconsin,350.75,2177,273.97,2115,NA,162,12/1/2014
Wyoming,326.89,125,354.2,184,NA,12,12/1/2014
Alabama,339.2,1043,198.64,933,149.49,123,1/2/2014
Alaska,289.67,254,261.3,299,388.58,26,1/2/2014
Arizona,303.36,1943,209.38,1627,189.45,222,1/2/2014
Arkansas,361.85,576,185.62,544,125.4,113,1/2/2014
California,248.67,12125,193.56,12836,192.8,779,1/2/2014
Colorado,236.2,2165,196.73,1751,213.5,128,1/2/2014
Connecticut,347.84,1296,274.24,1318,257.36,91,1/2/2014
Delaware,373.18,347,226.25,273,199.88,34,1/2/2014
District of Columbia,352.02,434,295.67,349,213.72,39,1/2/2014
Florida,306.35,6518,219.97,5241,158.19,515,1/2/2014
Georgia,332.23,3106,213.49,2275,153.45,229,1/2/2014
Hawaii,310.96,328,270.38,350,160.46,25,1/2/2014
Idaho,276.05,315,254.96,445,132.61,20,1/2/2014
Illinois,359.68,4014,287.25,3648,180.57,331,1/2/2014
Indiana,336.79,1668,206.7,1450,153.85,249,1/2/2014
Iowa,372.38,699,292.42,650,252.24,103,1/2/2014
Kansas,353.66,839,260.6,631,124.27,109,1/2/2014
Kentucky,337.57,1015,182.99,987,120.31,132,1/2/2014
Louisiana,377.69,1074,243.48,867,153.73,224,1/2/2014
Maine,321.1,450,259.18,425,214.8,52,1/2/2014
Montana,279.73,585,257.98,258,734.65,22,1/2/2014
Nebraska,352.64,508,247.03,510,142.99,62,1/2/2014
Nevada,269.63,901,218.54,929,231.08,61,1/2/2014
New Hampshire,366.34,423,289.81,441,561.05,38,1/2/2014
New Jersey,354.8,2246,294.35,2803,225.62,185,1/2/2014
New Mexico,293.86,565,216.55,434,63.7,42,1/2/2014
New York,351.97,5810,268.88,5834,190.49,483,1/2/2014
North Carolina,355.68,2778,247.07,1914,152.09,226,1/2/2014
North Dakota,412.84,137,361.95,200,269.55,13,1/2/2014
Ohio,336.59,3054,212.58,2822,168.87,399,1/2/2014
Oklahoma,364.62,755,228.41,668,121.6,131,1/2/2014
Oregon,213.39,1615,188.55,1336,175.87,61,1/2/2014
Maryland,380.56,1967,248.63,1549,196.59,152,1/2/2014
Massachusetts,354.58,2886,297.17,2472,217.89,219,1/2/2014
Michigan,299.34,3055,277.63,2529,227.48,230,1/2/2014
Minnesota,371.19,1717,280.6,1535,183.29,101,1/2/2014
Mississippi,340.71,412,150.02,350,137.29,95,1/2/2014
Missouri,371.57,1559,241.53,1288,153.48,204,1/2/2014
Pennsylvania,372.64,3831,266.51,3213,194.12,364,1/2/2014
Rhode Island,335.12,530,262.07,360,207.93,33,1/2/2014
South Carolina,349.03,1155,202.12,904,176.93,119,1/2/2014
South Dakota,387.8,161,362.7,167,125.68,20,1/2/2014
Tennessee,359.75,1546,223.8,1222,199.5,148,1/2/2014
Texas,343.35,6002,235.68,5642,141.73,852,1/2/2014
Utah,291.7,687,232.77,667,169.84,42,1/2/2014
Vermont,379.88,277,323.31,225,187.06,24,1/2/2014
Virginia,373.62,2478,288.27,1962,223.02,202,1/2/2014
Washington,236.13,2354,191.96,2349,148.33,108,1/2/2014
West Virginia,359.8,351,197.23,368,158.25,40,1/2/2014
Wisconsin,358.19,1627,268.43,1371,231.04,126,1/2/2014
Wyoming,355.9,93,378.95,134,161.3,11,1/2/2014
Alabama,337.38,1540,208.24,1463,NA,182,1/2/2015
Alaska,303.02,350,270.4,476,NA,37,1/2/2015
Arizona,298.52,2639,209.56,2430,NA,306,1/2/2015
Arkansas,341.68,846,207.02,837,NA,145,1/2/2015
California,243.95,16517,189.34,19160,NA,1096,1/2/2015
Colorado,243.68,3152,195.25,2880,NA,179,1/2/2015
Connecticut,337.11,1837,268.04,2071,NA,126,1/2/2015
Delaware,364.18,491,234.72,431,NA,42,1/2/2015
District of Columbia,348.56,658,282.04,581,NA,49,1/2/2015
Florida,300.94,9375,216.96,8175,NA,697,1/2/2015
Georgia,324.34,4427,217.33,3473,NA,303,1/2/2015
Hawaii,307.85,453,263.45,522,NA,30,1/2/2015
Idaho,275.37,451,245.57,675,NA,35,1/2/2015
Illinois,353.84,5630,282.56,5527,NA,451,1/2/2015
Indiana,332.49,2387,214.53,2253,NA,326,1/2/2015
Iowa,364.92,975,289.39,1048,NA,122,1/2/2015
Kansas,350.15,1161,260.53,1002,NA,138,1/2/2015
Kentucky,338.76,1491,173.9,1506,NA,180,1/2/2015
Louisiana,361.44,1522,240.9,1351,NA,318,1/2/2015
Maine,312.3,620,235.03,658,NA,61,1/2/2015
Montana,265.51,738,240.94,365,NA,32,1/2/2015
Nebraska,335.65,695,246.43,724,NA,76,1/2/2015
Nevada,266.03,1239,226.56,1433,NA,78,1/2/2015
New Hampshire,353.87,599,289.07,658,NA,51,1/2/2015
New Jersey,345.37,3059,286.47,4199,NA,256,1/2/2015
New Mexico,288.96,801,219.28,665,NA,68,1/2/2015
New York,343.77,7846,263.62,8727,NA,617,1/2/2015
North Carolina,345.24,4115,245.78,3035,NA,315,1/2/2015
North Dakota,393.94,213,339.6,327,NA,23,1/2/2015
Ohio,332.58,4245,218.82,4275,NA,550,1/2/2015
Oklahoma,354.09,1117,238.15,1073,NA,196,1/2/2015
Oregon,205.84,2182,180.92,2021,NA,95,1/2/2015
Maryland,365.94,2865,256.02,2465,NA,193,1/2/2015
Massachusetts,345.55,4006,285.76,3787,NA,289,1/2/2015
Michigan,288.02,3994,270.75,3730,NA,295,1/2/2015
Minnesota,351.61,2366,272.73,2470,NA,128,1/2/2015
Mississippi,335.1,614,150.94,551,NA,143,1/2/2015
Missouri,351.55,2220,245.24,2117,NA,299,1/2/2015
Pennsylvania,362.93,5529,269.38,4990,NA,504,1/2/2015
Rhode Island,317.16,722,258.77,561,NA,47,1/2/2015
South Carolina,337.04,1685,205.48,1417,NA,164,1/2/2015
South Dakota,357.05,222,348.81,256,NA,25,1/2/2015
Tennessee,348.78,2245,225.38,1912,NA,219,1/2/2015
Texas,334.26,8250,233.52,8598,NA,1149,1/2/2015
Utah,290.45,960,237.65,1057,NA,62,1/2/2015
Vermont,371.17,358,308.86,367,NA,32,1/2/2015
Virginia,364.92,3518,292.89,3087,NA,286,1/2/2015
Washington,233.01,3341,189.88,3567,NA,160,1/2/2015
West Virginia,359.63,552,224.17,546,NA,60,1/2/2015
Wisconsin,350.55,2247,272.61,2223,NA,167,1/2/2015
Wyoming,320.39,133,351.86,197,NA,12,1/2/2015
Alabama,338.87,1097,199.89,985,152.02,129,2/2/2014
Alaska,288.81,265,254.5,313,388.58,26,2/2/2014
Arizona,303.22,2021,210.07,1708,195.32,229,2/2/2014
Arkansas,359.41,604,183.04,575,128.27,120,2/2/2014
California,248.21,12580,192.73,13424,191.7,805,2/2/2014
Colorado,237.55,2310,198.28,1903,223.47,138,2/2/2014
Connecticut,346.72,1347,273.9,1388,252.31,95,2/2/2014
