Member_number,itemDescription
1174,pip fruit
1174,citrus fruit
1174,root vegetables
1174,soft cheese
1174,whipped/sour cream
1174,syrup
1174,cling film/bags
1174,fruit/vegetable juice
1174,baking powder
1174,pickled vegetables
1175,whole milk
1175,bottled water
1175,citrus fruit
1175,yogurt
1175,hamburger meat
1175,citrus fruit
1175,shopping bags
1175,beef
1175,white wine
1175,berries
1175,other vegetables
1175,brown bread
1175,pasta
1175,specialty chocolate
1175,soda
1175,chocolate
1175,yogurt
1175,butter
1175,oil
1176,whole milk
1176,pastry
1176,soda
1176,tropical fruit
1176,frozen potato products
1176,hard cheese
1176,tropical fruit
1176,other vegetables
1176,whole milk
1176,other vegetables
1176,domestic eggs
1176,sugar
1176,curd cheese
1176,bottled water
1177,rolls/buns
1177,canned beer
1177,brown bread
1177,dessert
1178,bottled water
1178,oil
1178,other vegetables
1178,tropical fruit
1178,ice cream
1178,chocolate
1178,coffee
1178,pork
1178,shopping bags
1178,salt
1178,jam
1179,chicken
1179,cereals
1179,frozen meals
1179,soda
1179,napkins
1180,citrus fruit
1180,white bread
1180,frozen potato products
1180,whole milk
1181,sausage
1181,white bread
1181,bottled beer
1181,root vegetables
1181,mayonnaise
1181,oil
1181,whole milk
1181,dishes
1182,beef
1182,ice cream
1182,hamburger meat
1182,hamburger meat
1182,candy
1182,rolls/buns
1182,butter
1182,butter milk
1182,shopping bags
1182,pip fruit
1182,whole milk
1182,baking powder
1182,red/blush wine
1182,mustard
1182,soft cheese
1182,canned fish
1183,sausage
1183,bottled beer
1183,root vegetables
1183,sausage
1183,ham
1183,dessert
1183,butter
1183,cream cheese 
1183,butter
1183,domestic eggs
1183,brown bread
1183,other vegetables
1183,pastry
1183,canned beer
1183,brown bread
1183,spread cheese
1184,root vegetables
1184,beef
1184,sweet spreads
1184,whole milk
1184,newspapers
1185,pip fruit
1185,beef
1185,frankfurter
1185,ice cream
1185,specialty bar
1185,whole milk
1185,canned beer
1185,chewing gum
1185,frozen meals
1185,chocolate
1186,other vegetables
1186,white bread
1186,whole milk
1186,domestic eggs
1186,canned fruit
1186,soda
1186,soda
1186,butter
1186,detergent
1187,other vegetables
1187,soda
1187,citrus fruit
1187,onions
1187,soda
1187,domestic eggs
1187,shopping bags
1188,whole milk
1188,butter milk
1188,other vegetables
1188,rolls/buns
1188,cleaner
1188,bottled beer
1188,soda
1188,bottled water
1189,tropical fruit
1189,bottled beer
1189,dessert
1189,sliced cheese
1190,root vegetables
1190,sparkling wine
1190,pip fruit
1190,hamburger meat
1190,canned beer
1190,other vegetables
1190,whipped/sour cream
1190,root vegetables
1190,waffles
1190,rolls/buns
1190,bottled beer
1190,root vegetables
1190,meat spreads
1190,specialty chocolate
1190,soda
1190,bottled water
1190,soda
1191,hamburger meat
1191,citrus fruit
1191,berries
1191,specialty chocolate
1191,other vegetables
1191,white bread
1192,butter
1192,seasonal products
1192,brown bread
1192,fruit/vegetable juice
1192,pastry
1193,citrus fruit
1193,soda
1193,root vegetables
1193,shopping bags
1194,butter
1194,whole milk
1194,pip fruit
1194,coffee
1194,soda
1194,bottled water
1194,napkins
1194,pastry
1194,honey
1195,whole milk
1195,finished products
1195,butter
1195,soft cheese
1195,liquor
1195,shopping bags
1196,mayonnaise
1196,candy
1196,pip fruit
1196,rolls/buns
1196,bottled beer
1196,shopping bags
1196,domestic eggs
1196,newspapers
1197,citrus fruit
1197,root vegetables
1197,sausage
1197,citrus fruit
1197,root vegetables
1197,misc. beverages
1197,whole milk
1197,pip fruit
1197,beef
1197,yogurt
1197,sliced cheese
1197,chocolate
1197,packaged fruit/vegetables
1197,yogurt
1197,whipped/sour cream
1197,brown bread
1197,waffles
1197,whipped/sour cream
1198,other vegetables
1198,citrus fruit
1198,frozen fish
1198,specialty chocolate
1198,napkins
1198,specialty chocolate
1198,newspapers
1199,sugar
1199,beverages
1199,rolls/buns
1199,canned vegetables
1199,whole milk
1199,grapes
1199,flour
1199,sausage
1199,white bread
1199,bottled water
1199,popcorn
1199,rolls/buns
1199,salty snack
1200,candy
1200,citrus fruit
1200,brown bread
1200,dessert
1200,rolls/buns
1200,root vegetables
1200,detergent
1200,canned fish
1201,misc. beverages
1201,candles
1201,coffee
1201,whole milk
1202,soda
1202,yogurt
1202,curd cheese
1202,yogurt
1202,coffee
1202,root vegetables
1202,rolls/buns
1202,semi-finished bread
1202,roll products 
1202,oil
1204,sliced cheese
1204,grapes
1204,chicken
1204,softener
1204,root vegetables
1204,whole milk
1204,rolls/buns
1204,soda
1204,pip fruit
1204,bottled beer
1204,root vegetables
1204,chocolate
1204,yogurt
1204,waffles
1204,pastry
1204,beverages
1205,yogurt
1205,whole milk
1205,whole milk
1205,white bread
1205,yogurt
1205,chewing gum
1205,oil
1205,bottled water
1205,ready soups
1205,curd
1206,pastry
1206,sausage
1206,sausage
1206,soda
1206,rolls/buns
1206,tropical fruit
1206,sugar
1206,cat food
1206,soda
1206,other vegetables
1206,whole milk
1206,hygiene articles
1206,softener
1206,candles
1207,frankfurter
1207,whole milk
1207,ham
1207,whole milk
1207,yogurt
1207,pickled vegetables
1207,shopping bags
1207,semi-finished bread
1208,shopping bags
1208,rolls/buns
1208,tropical fruit
1208,pork
1208,misc. beverages
1208,frozen meals
1208,butter milk
1208,beef
1208,soft cheese
1208,yogurt
1208,bottled water
1209,sausage
1209,ham
1209,fruit/vegetable juice
1209,yogurt
1209,dessert
1209,brown bread
1209,long life bakery product
1209,shopping bags
1209,specialty cheese
1211,frankfurter
1211,rolls/buns
1211,UHT-milk
1211,butter
1211,specialty bar
1211,finished products
1211,butter
1211,tropical fruit
1211,specialty bar
1211,salty snack
1211,other vegetables
1211,yogurt
1211,whole milk
1211,domestic eggs
1211,margarine
1211,specialty bar
1212,tropical fruit
1212,root vegetables
1212,beef
1212,tropical fruit
1212,cat food
1212,other vegetables
1212,domestic eggs
1212,salt
1213,chicken
1213,citrus fruit
1213,domestic eggs
1213,beef
1213,pork
1213,beef
1213,newspapers
1213,bottled beer
1213,fruit/vegetable juice
1213,dessert
1213,margarine
1213,brown bread
1213,newspapers
1214,meat
1214,chicken
1214,syrup
1214,yogurt
1214,pip fruit
1214,waffles
1215,pip fruit
1215,grapes
1215,other vegetables
1215,semi-finished bread
1215,root vegetables
1215,sliced cheese
1215,sauces
1215,shopping bags
1215,yogurt
1216,turkey
1216,whole milk
1216,canned beer
1216,soda
1216,root vegetables
1216,pastry
1216,citrus fruit
1216,onions
1216,specialty fat
1216,brown bread
1216,bottled water
1216,napkins
1216,tropical fruit
1216,long life bakery product
1217,whole milk
1217,citrus fruit
1217,whole milk
1217,dog food
1217,grapes
1217,sugar
1217,pastry
1217,bottled water
1218,other vegetables
1218,whole milk
1218,tropical fruit
1218,tropical fruit
1218,sausage
1218,meat
1218,citrus fruit
1218,pork
1218,meat
1218,fruit/vegetable juice
1218,yogurt
1218,whole milk
1218,rolls/buns
1218,whole milk
1218,candles
1218,citrus fruit
1218,frozen meals
1218,cling film/bags
1218,curd
1218,butter
1218,frozen fish
1219,canned beer
1219,red/blush wine
1219,brown bread
1219,instant coffee
1220,pastry
1220,frankfurter
1220,rolls/buns
1220,specialty chocolate
1220,canned beer
1220,sausage
1220,napkins
1220,waffles
1220,ice cream
1220,onions
1220,rice
1220,margarine
1220,pasta
1220,rolls/buns
1220,butter milk
1220,dental care
1220,chocolate
1221,sugar
1221,bottled water
1222,condensed milk
1222,canned beer
1222,onions
1222,coffee
1223,ham
1223,citrus fruit
1223,packaged fruit/vegetables
1223,citrus fruit
1223,rum
1223,butter
1223,flour
1223,semi-finished bread
1223,UHT-milk
1223,yogurt
1224,sausage
1224,UHT-milk
1224,specialty chocolate
1224,cooking chocolate
1225,photo/film
1225,dessert
1225,shopping bags
1225,whole milk
1225,pastry
1225,butter milk
1225,white bread
1225,whole milk
1225,sliced cheese
1225,brown bread
1225,bottled beer
1225,whole milk
1225,whole milk
1225,rolls/buns
1225,soda
1225,jam
1225,curd
1225,other vegetables
1225,seasonal products
1225,detergent
1225,flour
1226,hard cheese
1226,beef
1226,citrus fruit
1226,specialty bar
1226,pastry
1226,white bread
1226,soda
1226,vinegar
1226,long life bakery product
1226,domestic eggs
1227,yogurt
1227,whipped/sour cream
1228,photo/film
1228,beverages
1228,bottled beer
1229,ham
1229,beef
1229,whipped/sour cream
1229,white bread
1229,mustard
1229,newspapers
1229,frozen potato products
1229,brown bread
1230,soda
1230,ham
1230,frankfurter
1230,whole milk
1230,canned beer
1230,soda
1230,butter milk
1230,domestic eggs
1230,pastry
1230,other vegetables
1230,sliced cheese
1230,canned beer
1230,soda
1230,misc. beverages
1231,sausage
1231,grapes
1231,ice cream
1231,white wine
1231,pork
1231,hard cheese
1231,yogurt
1231,root vegetables
1231,detergent
1231,onions
1231,photo/film
1231,sliced cheese
1231,soda
1231,margarine
1231,whipped/sour cream
1231,flour
1232,rolls/buns
1232,butter
1232,bottled beer
1232,grapes
1232,bottled water
1232,pasta
1232,canned beer
1233,chicken
1233,rolls/buns
1233,butter milk
1233,whipped/sour cream
1233,waffles
1233,rolls/buns
1233,other vegetables
1233,whole milk
1233,margarine
1233,other vegetables
1233,soda
1233,salty snack
1233,soda
1233,rolls/buns
1233,whipped/sour cream
1233,UHT-milk
1233,canned beer
1233,shopping bags
1233,curd
1234,salty snack
1234,yogurt
1234,root vegetables
1234,curd
1234,root vegetables
1234,shopping bags
1234,margarine
1234,pastry
1234,coffee
1234,bottled water
1235,sausage
1235,shopping bags
1235,sausage
1235,other vegetables
1235,condensed milk
1235,canned beer
1235,bottled beer
1235,waffles
1235,spread cheese
1235,curd
1235,other vegetables
1235,bottled beer
1235,bottled water
1235,butter
1235,dog food
1235,abrasive cleaner
1235,soda
1235,roll products 
1235,processed cheese
1236,whole milk
1236,newspapers
1236,cling film/bags
1236,pip fruit
1236,dishes
1237,ham
1237,rolls/buns
1237,whole milk
1237,other vegetables
1237,citrus fruit
1237,pork
1237,cleaner
1237,beverages
1237,butter milk
1237,soda
1237,hard cheese
1237,white bread
1237,tropical fruit
1237,other vegetables
1237,other vegetables
1237,misc. beverages
1237,sugar
1237,hard cheese
1237,sugar
1237,cream cheese 
1238,frankfurter
1238,margarine
1239,brown bread
1239,whipped/sour cream
1239,condensed milk
1239,finished products
1239,sausage
1239,meat
1239,yogurt
1239,tropical fruit
1239,yogurt
1239,whole milk
1239,bottled beer
1239,processed cheese
1239,soda
1239,bottled water
1239,roll products 
1239,waffles
1240,frozen vegetables
1240,sausage
1240,whole milk
1240,frozen vegetables
1240,onions
1240,soda
1240,rolls/buns
1240,other vegetables
1240,oil
1240,frozen fish
1240,hard cheese
1240,shopping bags
1240,baking powder
1241,meat
1241,oil
1241,specialty chocolate
1241,whole milk
1241,other vegetables
1241,margarine
1241,pasta
1241,specialty cheese
1241,soda
1241,pasta
1241,long life bakery product
1242,sausage
1242,shopping bags
1242,citrus fruit
1242,beverages
1242,sausage
1242,beverages
1242,dog food
1242,frozen meals
1242,tropical fruit
1242,other vegetables
1242,sugar
1242,bottled beer
1242,pasta
1242,bottled water
1242,butter
1242,domestic eggs
1242,chocolate
1243,soda
1243,cling film/bags
1244,rolls/buns
1244,candy
1244,UHT-milk
1244,salty snack
1244,soda
1244,soft cheese
1244,bottled water
1244,shopping bags
1245,tropical fruit
1245,grapes
1245,dessert
1245,soda
1245,turkey
1245,coffee
1245,onions
1245,condensed milk
1245,soda
1245,rolls/buns
1245,other vegetables
1245,rolls/buns
1245,canned fruit
1245,shopping bags
1245,white bread
1245,soft cheese
1245,shopping bags
1245,processed cheese
1245,soda
1245,shopping bags
1246,other vegetables
1246,tropical fruit
1246,yogurt
1246,UHT-milk
1246,berries
1246,canned beer
1246,whipped/sour cream
1246,yogurt
1247,frozen vegetables
1247,butter
1247,other vegetables
1247,candy
1248,beef
1248,frankfurter
1248,citrus fruit
1248,root vegetables
1248,tropical fruit
1248,margarine
1248,chicken
1248,dessert
1248,curd
1248,whole milk
1248,skin care
1248,frozen vegetables
1248,pip fruit
1248,margarine
1248,butter
1248,packaged fruit/vegetables
1249,citrus fruit
1249,soda
1249,coffee
1249,frozen meals
1249,bottled beer
1250,other vegetables
1250,chewing gum
1251,canned beer
1251,dessert
1251,fruit/vegetable juice
1252,chicken
1252,pork
1252,turkey
1252,grapes
1252,pastry
1252,pot plants
1252,whole milk
1252,other vegetables
1252,soda
1252,dishes
1253,sausage
1253,processed cheese
1253,pastry
1253,baking powder
1253,specialty cheese
1253,liqueur
1254,white wine
1254,ham
1254,specialty bar
1254,napkins
1254,specialty chocolate
1255,soda
1255,red/blush wine
1256,sausage
1256,UHT-milk
1256,sugar
1256,berries
1256,herbs
1256,coffee
1256,butter
1256,other vegetables
1256,domestic eggs
1256,oil
1256,tea
1256,coffee
1257,rolls/buns
1257,frozen dessert
1257,yogurt
1257,cream cheese 
1258,rolls/buns
1258,yogurt
1258,fruit/vegetable juice
1258,coffee
1258,frozen vegetables
1258,whipped/sour cream
1259,pork
1259,sausage
1259,ice cream
1259,hamburger meat
1259,fruit/vegetable juice
1259,whole milk
1259,grapes
1259,root vegetables
1259,sliced cheese
1259,whole milk
1259,coffee
1259,berries
1259,shopping bags
1259,napkins
1260,sausage
1260,pip fruit
1260,curd
1260,shopping bags
1261,rolls/buns
1261,whole milk
1261,hard cheese
1261,rolls/buns
1261,domestic eggs
1261,flour
1261,canned vegetables
1261,flower (seeds)
1262,organic sausage
1262,whole milk
1262,frozen meals
1262,onions
1262,pickled vegetables
1262,sugar
1263,citrus fruit
1263,frozen meals
1263,other vegetables
1263,bottled beer
1264,specialty bar
1264,bottled water
1264,sugar
1264,tropical fruit
1264,sausage
1264,yogurt
1264,tropical fruit
1264,other vegetables
1264,tropical fruit
1264,pastry
1264,curd
1264,semi-finished bread
1264,tropical fruit
1264,soda
1264,white bread
1264,mayonnaise
1264,butter
1265,cream cheese 
1265,shopping bags
1265,pork
1265,pork
1265,hamburger meat
1265,pip fruit
1265,citrus fruit
1265,chicken
1265,UHT-milk
1265,other vegetables
1265,other vegetables
1265,tropical fruit
1265,yogurt
1265,brown bread
1265,other vegetables
1265,curd
1265,specialty chocolate
1265,pastry
1265,canned fish
1265,whole milk
1265,domestic eggs
1265,root vegetables
1265,red/blush wine
1265,waffles
1265,soda
1266,other vegetables
1266,sliced cheese
1267,butter
1267,whole milk
1268,oil
1268,other vegetables
1268,white wine
1268,whole milk
1268,canned fish
1268,margarine
1268,sauces
1268,misc. beverages
1268,brown bread
1269,other vegetables
1269,other vegetables
1269,tropical fruit
1269,red/blush wine
1269,rolls/buns
1269,liquor
1269,whole milk
1269,whole milk
1269,root vegetables
1269,frozen meals
1269,seasonal products
1269,butter milk
1269,canned fruit
1269,softener
1270,citrus fruit
1270,pork
1270,cake bar
1270,cereals
1270,napkins
1270,flower soil/fertilizer
1272,specialty bar
1272,cleaner
1273,artif. sweetener
1273,pork
1273,whole milk
1273,pastry
1274,coffee
1274,dessert
1274,tidbits
1274,other vegetables
1274,rolls/buns
1274,cream cheese 
1274,specialty cheese
